subhalo_id,DoR,DoR_t90,DoR_t95,DoR_t998,DoR_csv,DoR_choice
937,34.01679034033181,34.016790340332435,34.016790340332435,34.016790340332435,34.01679034033181,34.016790340332435
69128,33.683457006992555,33.6834570069931,33.6834570069931,33.6834570069931,33.683457006992555,33.6834570069931
73452,34.01679034033181,34.016790340332435,34.016790340332435,34.016790340332435,34.01679034033181,34.016790340332435
472461,34.01679034033033,34.01679034033043,34.01679034033043,34.01679034033043,34.01679034033033,34.01679034033043
928964,33.683457006998474,33.6834570069991,33.6834570069991,33.6834570069991,33.683457006998474,33.6834570069991
