subhalo_id,soap_row_index,total_formed_mass,stellar_mass_current,t_start,t50,t50_span,t75,t75_span,t90,t90_span,t95,t95_span,t998,t998_span,tfin,tfin_span,f_Mz2,term1,term2,term3,DoR,elem_H_mass,elem_He_mass,elem_C_mass,elem_N_mass,elem_O_mass,elem_Ne_mass,elem_Mg_mass,elem_Si_mass,elem_Fe_mass,elem_Sr_mass,elem_Ba_mass,elem_Eu_mass
925424,7263403,13.674007175475,8.22656730939375,0.27064768522211935,4.63564768522212,4.365,5.815647685222119,5.545,7.565647685222119,7.295,9.665647685222119,9.395,13.63564768522212,13.365,13.63564768522212,13.365,0.19647492203353875,0.19647492203353875,0.09017132551848513,0.07998995334987488,0.12221206696729958,5.9891224576,2.1197955072,0.0150676432,0.0055943316,0.059095168,0.0158232064,0.0066652472,0.0065884324,0.0078265952,3.226495361328125e-07,1.0134820556640625e-07,3.5367027282714845e-09
956651,21063657,4.57266616705,2.73851758391875,0.35485190257486465,4.439851902574865,4.085,5.149851902574865,4.795,5.909851902574864,5.555,9.139851902574865,8.785,13.049851902574865,12.695,13.049851902574865,12.695,0.1664041769346771,0.1664041769346771,0.10427528675703858,0.1286600466191669,0.13311317010362753,2.0036153344,0.7007424512,0.0043704444,0.0015958166,0.0172694048,0.004609842,0.0019172374,0.001890696,0.0022249048,9.489962158203125e-08,3.16524169921875e-08,1.035832405090332e-09
958228,9061442,14.9213187704625,8.9681302493375,0.2885140651547822,4.723514065154783,4.4350000000000005,6.123514065154782,5.835,9.123514065154783,8.835,10.253514065154782,9.965,12.583514065154784,12.295000000000002,12.583514065154784,12.295000000000002,0.2658879836138322,0.2658879836138322,0.0856898029134533,0.1577168187202367,0.16976486841584074,6.4981696512,2.3267723264,0.0181902608,0.0071245592,0.0697033664,0.0188118768,0.0079222384,0.008257936,0.0116256784,4.7063095703125e-07,1.27981787109375e-07,4.766055297851563e-09
959876,12171831,5.6735434531625,3.39121583699375,0.33797550243238916,3.632975502432389,3.295,4.102975502432389,3.7649999999999997,4.992975502432389,4.655,8.71297550243239,8.375,13.58297550243239,13.245000000000001,13.58297550243239,13.245000000000001,0.3469160215390398,0.3469160215390398,0.13280212483399736,0.08870698498019579,0.18947504378441096,2.4811669504,0.8675631104,0.0053457196,0.0019556196,0.0216762912,0.0057997068,0.002403128,0.0023393746,0.002648162,9.962732543945313e-08,3.4536807250976565e-08,1.2492993354797363e-09
960194,17427100,5.0754404043375,3.0284058593375,0.27144025729576526,4.146440257295765,3.875,5.536440257295766,5.265000000000001,6.146440257295765,5.875,6.256440257295766,5.985,7.906440257295765,7.635,7.906440257295765,7.635,0.29910376508709224,0.29910376508709224,0.09496676163342829,0.4962282136977009,0.29676624680607383,2.2037590016,0.7808723456,0.0056910136,0.0020954384,0.021738824,0.0058734364,0.0024471676,0.0024658894,0.0030612588,1.3314501953125e-07,4.0479962158203126e-08,1.3465367317199706e-09
990587,2202442,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029438,6427596,7.101670504375,4.2751819969375,0.3077894570542341,5.532789457054234,5.225,6.182789457054234,5.875,8.652789457054233,8.344999999999999,9.682789457054234,9.375,12.802789457054235,12.495000000000001,12.802789457054235,12.495000000000001,0.11605826329766286,0.11605826329766286,0.0851063829787234,0.14318843266970183,0.11478435964869603,3.1180886016,1.0987986944,0.0074258544,0.0027368468,0.0293232608,0.007859484,0.0032668622,0.0032461104,0.0039397628,1.55480029296875e-07,5.1039028930664064e-08,1.7783332824707032e-09
1041257,4902515,4.7652554500875,2.83892199640625,0.3858988116514084,4.300898811651408,3.915,4.560898811651408,4.175,4.820898811651409,4.4350000000000005,4.960898811651409,4.575,5.280898811651408,4.895,5.280898811651408,4.895,0.11255240308054244,0.11255240308054244,0.11976047904191617,0.6952671025900297,0.30919332823749607,2.0500324352,0.7395124736,0.006191706,0.0023129164,0.0253514448,0.0067571496,0.002866211,0.0027235492,0.002872958,1.0422618408203125e-07,3.4497219848632815e-08,1.3611900329589843e-09
1041630,4902521,4.7782967085375,2.83615046665625,0.3887994757773896,3.1737994757773897,2.785,3.50379947577739,3.115,4.03379947577739,3.6450000000000005,4.443799475777389,4.055,5.443799475777389,5.055,5.443799475777389,5.055,0.606336740563515,0.606336740563515,0.16051364365971107,0.6836443937496016,0.483498259324276,2.0585121792,0.733859584,0.0055883056,0.0020926864,0.022032824,0.00593758,0.0024726944,0.0024348268,0.0028677682,1.2479427490234376e-07,3.7428811645507815e-08,1.304924488067627e-09
1068221,30854267,3.2916738986625,1.9738406506375,0.3258938317746676,4.630893831774667,4.305,5.430893831774668,5.105,7.340893831774668,7.015000000000001,9.21089383177467,8.885000000000002,13.090893831774668,12.765,13.090893831774668,12.765,0.19895828571174887,0.19895828571174887,0.0979431929480901,0.12357511150147968,0.14015886338710623,1.4354484224,0.5094816768,0.0036918868,0.0013957817,0.0142018,0.0038198788,0.0015888004,0.0016475906,0.002262616,8.91285400390625e-08,2.703497314453125e-08,9.782035827636719e-10
1068905,32349391,8.7604563231,5.25840979615,0.3288476946930228,3.363847694693023,3.035,3.813847694693023,3.4850000000000003,6.3838476946930225,6.055,11.113847694693023,10.785,13.663847694693022,13.334999999999999,13.663847694693022,13.334999999999999,0.4265446535441103,0.4265446535441103,0.14347202295552366,0.0821692112574552,0.21739529591902973,3.8458478592,1.3457158144,0.0082454584,0.003078063,0.0343858336,0.0091150984,0.003839342,0.0037016228,0.0040580344,1.3975386962890624e-07,4.788414611816406e-08,1.905736541748047e-09
1069568,32375592,48.02939582245,28.709490829375,0.25619804182585604,2.901198041825856,2.645,4.621198041825856,4.365,6.181198041825856,5.925,8.941198041825857,8.685,13.571198041825856,13.315,13.571198041825856,13.315,0.5658631916283938,0.5658631916283938,0.1145475372279496,0.08362204986250867,0.25467759290628406,21.0940346368,7.2978833408,0.0389361664,0.0140885984,0.1634059648,0.0431315136,0.0180906816,0.0176132672,0.0200913216,7.83430517578125e-07,2.6536767578125e-07,9.188874053955079e-09
1092906,29418169,6.84377360295,4.09733527985625,0.2331022483127132,4.278102248312713,4.045,4.628102248312713,4.395,4.828102248312714,4.595000000000001,6.9681022483127135,6.735,13.588102248312712,13.354999999999999,13.588102248312712,13.354999999999999,0.21498176613459333,0.21498176613459333,0.11376564277588169,0.08071637265240174,0.1364879271876256,2.9950906368,1.0492232704,0.0065940456,0.0024095762,0.027310384,0.0072815,0.0030421972,0.0029175194,0.0031335034,1.09734765625e-07,3.8820223999023435e-08,1.478742790222168e-09
1158546,36268159,22.135321858025,13.27802488905,0.2938408059979345,2.9688408059979343,2.675,4.6688408059979345,4.375,6.518840805997934,6.225,10.098840805997934,9.805,13.678840805997936,13.385000000000002,13.678840805997936,13.385000000000002,0.5944221592639621,0.5944221592639621,0.11428571428571428,0.0785371147448213,0.26241499609816593,9.772326912,3.3675450368,0.0167561488,0.0061239988,0.0714966976,0.0187565152,0.0078324216,0.0076090032,0.0086346576,3.236819580078125e-07,1.1202044677734374e-07,4.0862827301025394e-09
1177245,26909601,20.6586248881875,12.3401430108875,0.27312703198985844,3.1381270319898587,2.865,4.208127031989858,3.9349999999999996,5.0181270319898585,4.745,6.5181270319898585,6.245,13.598127031989858,13.325,13.598127031989858,13.325,0.525322748411385,0.525322748411385,0.12706480304955528,0.08289563055998193,0.24509439400697408,9.0546692096,3.1436285952,0.017661224,0.006459986,0.072715904,0.0192442432,0.0080272872,0.00782202,0.0088907096,3.67437744140625e-07,1.2246805419921875e-07,4.158982849121094e-09
1195883,30251561,7.734795567775,4.6148177776375,0.3538229658252767,4.378822965825277,4.025,4.968822965825277,4.615,5.568822965825277,5.215,5.908822965825276,5.555,10.058822965825279,9.705000000000002,10.058822965825279,9.705000000000002,0.2181213143585151,0.2181213143585151,0.10834236186348863,0.34585941807466414,0.22410769809888928,3.3549799424,1.1913393152,0.0088022128,0.0032728224,0.0343969504,0.0092675736,0.0038792912,0.0038375088,0.0044923644,1.9710255126953126e-07,5.8014013671875e-08,2.0414791107177734e-09
1218474,33479185,22.51413345475,13.47670946401875,0.27815820682396364,2.6631582068239634,2.385,4.303158206823964,4.025,7.723158206823964,7.445,10.193158206823963,9.915,13.563158206823964,13.285,13.563158206823964,13.285,0.5955934442225193,0.5955934442225193,0.12422360248447203,0.08580130777008886,0.2685394514923601,9.8975555584,3.4283264,0.0185497056,0.0067834848,0.0774029888,0.0205509152,0.0085748824,0.0083592344,0.0095950288,3.682878173828125e-07,1.2160267333984374e-07,4.459368133544922e-09
1236310,25985378,6.470397948125,3.844578455475,0.30660166319997906,3.3716016631999794,3.0650000000000004,3.771601663199979,3.465,4.001601663199979,3.6950000000000003,4.181601663199979,3.875,8.42160166319998,8.115,8.42160166319998,8.115,0.4314122253498949,0.4314122253498949,0.14430014430014432,0.461360087176417,0.3456908189421521,2.8048347136,0.9873741824,0.0065029856,0.0024352536,0.0270257888,0.0071727232,0.003045587,0.0028842114,0.0029922464,1.1118580322265626e-07,3.6918527221679685e-08,1.430319881439209e-09
1256568,33722753,3.7031006821125,2.19429820570625,0.32142726483781203,2.2964272648378126,1.9750000000000005,2.5064272648378125,2.1850000000000005,2.7564272648378125,2.4350000000000005,5.726427264837813,5.405000000000001,8.076427264837815,7.755000000000003,8.076427264837815,7.755000000000003,0.9167077111716431,0.9167077111716431,0.22883295194508005,0.48751118206737976,0.5443506150613676,1.6048412672,0.5612912128,0.0033540696,0.001259704,0.0146998592,0.0038782468,0.001627406,0.0015542198,0.0016569536,4.423804931640625e-08,1.621058349609375e-08,7.779369831085205e-10
1369672,67751002,6.8767933845375,4.11346140131875,0.28156270733463806,3.566562707334638,3.285,4.266562707334638,3.9850000000000003,4.626562707334639,4.345000000000001,9.556562707334638,9.275,13.616562707334637,13.334999999999999,13.616562707334637,13.334999999999999,0.43541085832715876,0.43541085832715876,0.12547051442910914,0.0821692112574552,0.21435019467124106,3.0131511296,1.0507547648,0.0063301432,0.0022968726,0.0250379232,0.0067398064,0.0027733958,0.0027324376,0.003234998,1.3712552490234375e-07,4.6249642944335935e-08,1.5007766723632812e-09
1373485,66371615,4.67017173735,2.766864620025,0.27985873413862805,2.714858734138628,2.435,3.0148587341386284,2.7350000000000003,3.274858734138628,2.995,3.374858734138628,3.0949999999999998,3.704858734138628,3.425,3.704858734138628,3.425,0.9064617226586454,0.9064617226586454,0.18281535648994512,0.8020507400614614,0.6304426064033507,2.0117549056,0.7139426816,0.0051311476,0.001914474,0.02124204,0.0056753908,0.0023871776,0.002260445,0.002329074,8.345826416015625e-08,2.7633282470703125e-08,1.125688648223877e-09
1374997,66427289,4.64937591655,2.759579545075,0.33595174712552023,3.2309517471255202,2.895,3.5609517471255203,3.225,3.8109517471255203,3.475,4.02095174712552,3.6849999999999996,4.930951747125521,4.595000000000001,4.930951747125521,4.595000000000001,0.5421248849851725,0.5421248849851725,0.15503875968992248,0.717059681665832,0.47140777544697565,2.0110649344,0.7098545664,0.0048579624,0.0018013184,0.0198455248,0.005299216,0.0022217574,0.0021245176,0.0022644244,8.813414306640625e-08,2.907401428222656e-08,1.0817200660705566e-09
1376350,66371631,147.1499372906,88.25292620078125,0.24399711682878866,2.8089971168287886,2.565,4.498997116828789,4.255,8.38899711682879,8.145000000000001,10.528997116828789,10.285,13.63899711682879,13.395000000000001,13.63899711682879,13.395000000000001,0.6083956456433123,0.6083956456433123,0.11750881316098707,0.07781069544229456,0.2679050514155313,64.9410707456,22.3791316992,0.1104617088,0.0402454848,0.4875963904,0.1268240384,0.0543894528,0.051820544,0.0558312512,1.8500240234375e-06,6.22623876953125e-07,2.5411180114746094e-08
1392845,70435198,7.30047059025,4.377300803275,0.3122962118537327,5.037296211853732,4.725,5.297296211853733,4.985,7.357296211853733,7.045,8.677296211853733,8.365,12.927296211853733,12.615,12.927296211853733,12.615,0.15567161410016475,0.15567161410016475,0.10030090270812436,0.1344714010393809,0.13014797261589003,3.1690766336,1.1364948992,0.0089054192,0.0034730948,0.0355326272,0.0094350392,0.004038072,0.0041052332,0.0055325168,2.046388916015625e-07,6.059107666015625e-08,2.2908748626708985e-09
1398403,66697313,10.2828159326625,6.11420048063125,0.2633040182325388,3.388304018232539,3.125,3.7283040182325387,3.465,4.878304018232539,4.615,6.298304018232539,6.035,8.96830401823254,8.705000000000002,8.96830401823254,8.705000000000002,0.4453639544984268,0.4453639544984268,0.14430014430014432,0.4185013483273389,0.33605514904197004,4.4411355136,1.5799538688,0.0117130912,0.0044585136,0.0466023648,0.0125112064,0.00526605,0.005283068,0.0065320856,2.523858154296875e-07,7.280110473632812e-08,2.8319082260131836e-09
