row_idx,subhalo_id,total_formed_mass_Msun,t50_lookback_gyr,t75_lookback_gyr,t90_lookback_gyr,t95_lookback_gyr,t_fin_lookback_gyr,t25_lookback_gyr,t75_lookback_gyr_for_span
772,16733932,19714792697.625,5.164055868231305,9.178328691700026,10.541938814914644,11.181970419935785,13.020096034720908,2.012067318798168,9.178328691700026
773,1553810,23045619970.25,6.871700525754567,8.964588079570207,10.426901290948358,11.118167328639881,13.025,4.561896788849726,8.964588079570207
774,2956656,2897616948.0,6.7785162691232115,8.478464619001777,10.080911951716434,11.344520636396515,13.221485362517642,4.175538453039067,8.478464619001777
775,10021924,15377551356.75,7.834243830254534,9.021584147647841,9.967122290017555,10.959239315509809,13.195648204914951,6.419397631673678,9.021584147647841
776,1556271,20109162790.5,6.8759861469636725,9.067341808992659,10.667042277523032,11.398609291110583,13.083166794426882,3.2203945200503896,9.067341808992659
777,2966908,2930301998.625,3.186501129443978,7.418971353156381,10.690665519156992,12.113765958231172,13.283289222670456,1.3061209987811733,7.418971353156381
778,1559664,23274939603.0,9.5597399581922,11.073192398633774,11.979710035664,12.371044982036086,13.227757026332634,5.387778382198431,11.073192398633774
779,783494,54745738878.875,9.875341871283581,11.057664472193991,11.766706435360351,12.13482734832029,13.14271173809266,7.688908873888728,11.057664472193991
780,784583,57558376340.0,5.681085601336293,8.53993876626453,10.36653245182934,11.018836189444363,12.926598960898659,3.4076433819817264,8.53993876626453
781,1565492,29604627384.5,6.6170926966076244,9.13348650074283,10.107205322289012,10.875300562421803,13.100957340864744,4.1860908528541545,9.13348650074283
782,16797911,3996395584.625,5.283012730242069,7.221081771238077,9.206755857870245,10.385000000000002,13.149839104978147,3.072885152741239,7.221081771238077
783,16797946,8493866659.5,7.589770452573247,8.692696060924018,9.55718378245275,10.148847722199996,11.722783136621047,5.9528539818337505,8.692696060924018
784,1560853,266157733905.5,10.197502308002429,10.81504970934394,11.730133535021999,12.24260470329792,13.086983070480063,9.656709686606217,10.81504970934394
785,1562768,44747530806.875,9.72648441653187,11.15490431193526,11.729840301381886,12.037565097086357,12.855,8.096462955752134,11.15490431193526
786,2977470,21923018598.25,5.900065452731092,8.261787400441591,10.257470479944052,11.361520087334513,13.107507182046257,2.257359485765385,8.261787400441591
787,2977645,5864519252.5,8.897393498620122,10.104057382097007,11.232911403869508,12.237033495131149,13.237342602110107,7.101364007183093,10.104057382097007
788,2950239,9361750515.25,6.239198062838741,9.107027851432564,11.173309939912343,11.97447886302548,13.208907598927413,3.3150290468654733,9.107027851432564
789,778008,44487842333.25,7.471651113490919,9.02527667638445,10.986359498954384,11.68905408948955,13.13814624468443,5.083943746216014,9.02527667638445
790,781228,76308359503.375,8.406170670677668,9.358058648628289,10.712018270727642,11.260417505665881,13.055000000000001,5.933514569099983,9.358058648628289
791,1559748,1813991704.125,7.933121070575029,10.459197994172122,11.768621053524843,12.345113878087174,13.264512701633567,4.451809467492313,10.459197994172122
792,2966974,52793136164.75,8.291074653827373,9.538182831310179,10.407572863670854,10.717462820769033,12.94864412065796,7.122333034565856,9.538182831310179
793,776356,29242370527.25,8.415146173175554,10.217311928610881,11.463821603060312,12.017972284370801,13.103092684928118,4.691789705127519,10.217311928610881
794,13022591,13023672455.625,6.833452224459714,9.071580870322505,10.725535999985798,11.242767411751501,13.137733847129887,4.776862916504684,9.071580870322505
795,2956334,6810007458.125,8.132605010824665,9.3791152706602,10.76431106422061,11.605853746691139,13.206510043118154,4.147541166062174,9.3791152706602
796,68863,2655283842.125,10.310444166673019,11.4472991928058,12.18583040267954,12.385328275080564,13.254620150453068,8.88426445605272,11.4472991928058
797,1553814,4610157745.875,7.195294374568214,9.234623590878472,11.011591897584044,11.711983298042602,13.141854385659812,3.4307344368184634,9.234623590878472
798,10026234,14365513413.0,5.643048927130573,9.025104887100772,10.526998972946371,11.11166724034458,13.135868214294927,2.457092837475819,9.025104887100772
799,10031802,2852487936.125,3.404213483165502,6.100038022189936,9.717923279224697,11.958673479427082,13.318293648944328,1.3872328245312542,6.100038022189936
800,1559981,3345451694.5,5.233602497059814,7.885634557588912,10.046791589808597,11.462769735862658,13.315410587304473,2.706192282211011,7.885634557588912
801,2970238,8289406380.125,7.683838988083883,9.646592205993397,11.146967892005232,11.742657726779752,13.100112605486755,5.460010354915763,9.646592205993397
802,2969258,2151880211.625,6.789396136568694,8.577492271408683,9.966727271464984,11.58817202856937,13.300219285038885,3.7196438396846334,8.577492271408683
803,2971163,4613958598.25,10.082941174835147,11.212201236403052,12.160082222755712,12.725016027486639,13.353252303750907,8.218989772726992,11.212201236403052
804,374351,23888761325.125,8.066937472079015,10.68607950260028,11.870222044995485,12.345,13.197281495511762,4.6564409016121,10.68607950260028
805,2969294,7825133770.375,8.892669845800608,10.320577113212034,11.663932976654069,12.091225116234854,13.248080255997017,6.909768108431076,10.320577113212034
806,2950172,12525937929.0,7.097382653030991,9.174105176925984,10.652154091310205,11.629942407176303,13.088298193438037,2.493193351620053,9.174105176925984
807,1548525,15796482852.75,5.724266212581587,8.693182713174881,10.643562385599802,11.20649454061226,12.995000000000001,3.096903495031866,8.693182713174881
808,168975,25525013224.125,6.82722234966611,9.472199722665094,10.879464659540606,11.573417498199818,13.091044153788156,2.8197224535828815,9.472199722665094
809,7624661,7300083062.125,6.982068273678074,9.062218017594477,10.161971062923607,10.959519216376673,13.09195986749518,3.7738418743703335,9.062218017594477
810,170138,65355104885.5,9.248804685097108,10.622172124368175,11.51809294389939,11.903942469959102,13.141263063184937,7.4406326302711925,10.622172124368175
811,4217126,2707221045.0,8.718872661251039,10.093569934188631,11.3574775612828,12.007702082551969,13.263716635658119,6.588769121971726,10.093569934188631
812,374710,120147369436.75,9.684459969128046,10.729856998472764,11.29609540996127,11.616603279391143,13.060365540010231,8.01460160856616,10.729856998472764
813,7629627,11787416878.5,5.921446293547646,9.036111298051512,10.777946396460843,11.472732439051562,13.080880318793177,3.289176121851201,9.036111298051512
814,1549526,5854839540.0,3.60429362879004,7.830282945094376,9.514927504253713,10.74775181915093,13.138560877579936,1.3469796527367928,7.830282945094376
815,4196812,3090414890.25,4.956570735548568,7.250624221646203,9.60405291824917,11.284484527241567,13.189700661777643,2.5522987619440096,7.250624221646203
816,21264450,8170187895.125,3.9732304984608926,6.6440844134739985,8.236066115707768,9.827010103856281,13.057101787065665,1.7062472276377574,6.6440844134739985
817,7602059,4516103645.75,8.89205854127642,10.44401946090896,11.580044709116748,11.972403921391022,13.119436433138187,6.0832374322356015,10.44401946090896
818,779686,2826434743.0,6.598351266068819,8.754482018502621,10.80686292106578,11.862504077800942,13.202112649716057,5.1836396136069585,8.754482018502621
819,372666,45834549367.125,5.675952373361905,8.618718550383855,10.49194979814798,11.345435771992875,12.988212346915171,3.375894836862239,8.618718550383855
820,781898,5388450840.5,7.38625398284532,10.34907247864629,11.486512169500894,11.860863605296345,13.331909628116032,2.2804312326796556,10.34907247864629
821,2969978,19949628919.875,6.237188589074898,8.826002680456241,10.15444351323246,11.106656960840066,13.171287002456317,2.711422723218065,8.826002680456241
822,2971259,23037994453.5,6.555811221120234,9.161362152531066,10.524005984654783,11.359888169396605,13.172307500563804,2.5124284133962034,9.161362152531066
823,370626,33977492135.875,9.309408842223299,10.106227229089916,11.344181575730012,11.784369321730521,12.746889244558663,6.380725734453067,10.106227229089916
824,784344,218177635566.625,10.893565748298554,11.37907084910506,11.73031565212413,12.099259592068229,13.095,10.145816009569012,11.37907084910506
825,784374,7165480051.25,6.250061656587427,9.920872537840259,11.359759055820936,11.808776640815434,13.23861034346094,3.3892169055711583,9.920872537840259
826,1874430,1805198481.5,2.374500002271944,3.7940605471124993,5.858547242720506,8.861682171259227,13.277985777725668,1.1778015035655678,3.7940605471124993
827,10765546,7789515264.0,5.602709146515186,7.745764616724154,9.476132440282507,10.655000000000001,13.18551259251116,2.6165065722054486,7.745764616724154
828,13012433,9321416118.5,5.554154039783539,7.974526144571151,9.563617744466338,10.828253179787058,13.197751653235377,2.3928041098055446,7.974526144571151
829,376103,2619353156.75,9.465303683588857,10.930099812923174,11.850021081015516,12.360649516689236,13.284616513322943,7.6200229495635,10.930099812923174
830,26849626,5974763378.625,2.0408285781729933,5.632260917527008,8.429608216643299,9.905356186809833,13.077850317598033,0.902431258286329,5.632260917527008
831,777105,3380095563.75,5.108626324570374,7.199079490924447,10.39659070842746,11.532821637389656,13.275734034068766,2.818308126479702,7.199079490924447
832,1580017,28382927253.875,7.568853865647696,8.775531798328421,10.039241510419588,10.977495409263426,13.076009423777942,4.520887580077469,8.775531798328421
833,4206276,2481726129.375,5.956173911221784,8.103108401168043,10.582012599433513,11.516488579430755,13.216170097553489,3.9874823933479244,8.103108401168043
834,26768095,18782651566.375,2.8523685899895814,5.660574836133357,7.92152533238085,9.533580463131777,13.12029708747098,1.4976270341456608,5.660574836133357
835,3017464,3642255127.375,8.431240389982692,10.760840907231392,12.24904152568509,12.597473132394075,13.212915993591198,5.872068180793232,10.760840907231392
836,784395,38482000292.375,4.026899788978274,8.087478192506486,9.726636626420094,10.989989030256826,13.075000000000001,1.5342111070393558,8.087478192506486
837,6919,1915082787.5,5.472664141312118,9.855114936453203,10.930840349431119,11.769010504389541,13.282817862841071,3.1565617417099547,9.855114936453203
838,68416,13597395651.625,3.86285713932171,7.748849665539246,10.63400299140983,11.555765343722548,13.102350369963442,1.7022463735058257,7.748849665539246
839,375396,61202409035.875,6.484200545803632,9.207822575438316,10.747052744690947,11.496158196015447,13.10679849288632,4.884412883306726,9.207822575438316
840,5690754,3275687372.125,2.4416982730283174,5.699496932209123,9.457214779482163,11.255614056087241,13.14719695984214,1.1542661777712113,5.699496932209123
841,16720588,2267841117.5,2.9609638318019353,6.3793072545892935,8.495000000000001,10.98302387447825,13.179624270490253,1.157811397519673,6.3793072545892935
842,783531,12134708634.75,5.4003224483136405,7.296976664453563,8.802111514968058,10.585965082222161,13.065000000000001,3.6278090582050253,7.296976664453563
843,1584878,61890205906.375,10.402013697987336,11.077517712164473,11.62184560124064,11.857912469912781,13.147698584580446,7.343122946756798,11.077517712164473
844,381539,176032986063.5,11.006844917214288,11.411726199136695,11.997458043070589,12.318314763278387,13.25086214669698,10.491428825845261,11.411726199136695
845,4254685,3598381943.875,5.883894314755774,6.974505941069311,8.678076923103573,9.397250295797456,10.93547057361569,5.040496016593442,6.974505941069311
846,10123292,3783509071.25,6.916583698443006,7.858113416142463,8.660216119854914,8.959736915526143,11.423485903445917,6.650546130999499,7.858113416142463
847,784427,3380059827.25,6.80750607260929,8.845974370500597,10.836427561332359,11.976621960026202,13.368702977677696,3.0257359941913378,8.845974370500597
848,784430,3983370187.625,5.858432946034732,8.848801721020603,10.726642171940307,11.802711351228231,13.247020529473401,3.2457166337514995,8.848801721020603
849,7689250,22894538580.25,3.796970916256764,6.513706143610152,9.78837533352128,10.865516150989489,13.084105247192861,1.9493227505427078,6.513706143610152
850,370914,18909023701.25,3.671841239330012,6.444786054107825,8.664610681448197,10.105,13.146331874412336,1.9800739511671153,6.444786054107825
851,5689236,4450359389.0,7.884763117363867,9.819286158127946,11.200434361837264,12.185195261203662,13.263493874182737,4.241286336093128,9.819286158127946
852,13012405,9977697843.0,4.178732830676028,6.0016823411254805,8.044271870799964,8.892830695057516,13.043197436447631,1.8930327652583139,6.0016823411254805
853,1546465,34925577796.125,3.88807557977813,7.519647076016676,9.212058842027481,10.151101687870659,13.092339711317406,1.742714430555501,7.519647076016676
854,207733,9394264012.375,7.942847065673368,10.10706623730272,10.939167827457501,11.452171693094282,12.96735014677407,6.451573263517737,10.10706623730272
855,4528468,103449166767.375,8.380443940720895,9.547609688739406,10.841540592725766,11.3985156505251,13.033254805508754,6.19374156467566,9.547609688739406
856,7588216,4267272117.5,5.375912108392734,7.701535714578322,10.06597475734814,11.133030656598757,13.185726860480917,3.9703786411655764,7.701535714578322
857,372119,23512506732.25,5.017571397045175,8.112523927310612,10.291680555869224,11.063396802426512,13.087951980531981,2.8505012278588593,8.112523927310612
858,7602205,5620582383.5,6.319649124055702,8.142006902750875,10.375611692190313,11.507559557459595,13.202840855015044,3.0028698249348547,8.142006902750875
859,1578946,15169187687.375,7.272241214554835,8.928463616523786,10.820082619010364,11.39534566793334,13.082416605219082,5.299299533782839,8.928463616523786
860,33477869,2760082848.5,4.294195990124004,6.444817392704405,9.109453323581949,10.845836722259671,13.053699046247742,2.82419233426662,6.444817392704405
861,173287,14500573955.375,5.960204761672315,8.16173613728328,9.530687427461103,10.317408426496506,12.926502337738338,3.93317227863026,8.16173613728328
862,2981576,3120333297.625,5.50855319241546,7.626046881844785,9.271035152942044,10.975658100243567,13.239027081843206,3.113213503637026,7.626046881844785
863,5728665,16118553050.125,4.051104758113379,7.050341108433326,8.85947223482401,9.836604117796156,12.98190925700608,2.245595220193072,7.050341108433326
864,1566090,12450216165.625,5.324166776503934,7.797868706476622,9.599802328764012,10.178707848089049,13.168877779431577,2.821030596900443,7.797868706476622
865,21250491,6160572008.625,3.6500941489409096,5.249314487061263,7.8977921393680495,9.802486071586147,13.085,1.6128088853041889,5.249314487061263
866,775529,3233818294.375,6.943929418469385,9.347196375530515,10.622625055223839,11.348537902994984,13.188191738545457,3.820609674092364,9.347196375530515
867,4223574,2665566431.25,2.247725332164407,4.243606238566544,7.574515410997048,9.645652288989467,13.103752917120753,1.0210727678887157,4.243606238566544
868,2981014,2589020124.0,4.79273770017954,6.93550558003319,9.948769036003023,11.448614774061458,13.235000000000001,2.4325031423493173,6.93550558003319
869,464602,76146621460.75,9.268582191626807,10.601366324105037,11.360091106795394,11.75289276649065,13.105,7.648447157512693,10.601366324105037
870,1569035,8545212860.875,7.733024724661381,9.83890876418674,11.058516340101745,11.925248697864292,13.28540678375039,3.72941097662031,9.83890876418674
871,1882500,2134117425.625,3.469363438171386,7.882094764162652,10.31917229925381,11.212857235651793,13.052919187259706,1.3307394977105533,7.882094764162652
872,1886561,5714274276.875,8.564437564157364,10.872657494397535,11.913769431383923,12.327976297286297,13.31878013478644,5.349260666821257,10.872657494397535
873,778400,72174880177.125,7.220074766272734,10.085164678785711,11.016412651930587,11.602301718128235,13.065000000000001,4.011545500830706,10.085164678785711
874,7601883,1957657233.25,8.962595827102634,10.507397071524476,11.530753758904822,12.283782546903552,13.3137198626055,7.036125004697479,10.507397071524476
875,13120147,7634080172.75,5.213044251862066,7.126764350525201,8.589251480275506,9.308513202749205,13.077342730697673,2.2380630650208126,7.126764350525201
876,26890247,1857841051.125,4.711439111544862,7.730024541264603,10.442650415519779,11.744084919187676,13.173828804960612,2.2158349250487204,7.730024541264603
877,5745207,3864919053.75,9.200852236091524,10.5874409523051,11.881133745603337,12.167117626901671,13.270164517924616,7.281632735792849,10.5874409523051
878,2996563,6493363328.875,2.9788635726537134,6.045510903223277,9.196096576896592,10.4904203010927,13.061256357932226,1.524693011943637,6.045510903223277
879,793010,3902961053.75,6.005972728471258,7.85085380472012,10.095876450747957,11.121391929668812,13.419159324338972,3.485,7.85085380472012
880,13146817,19580659069.625,8.388060732217218,9.948524090075143,11.267306069895334,11.671158691207761,13.144027833050538,6.668992131244678,9.948524090075143
881,71517,22325090539.625,7.2052984016075206,9.869097510915848,11.03367094769503,11.624130113675966,13.156480876288727,3.4754701266022794,9.869097510915848
882,380819,81013381193.25,10.823121692934185,11.468039458053234,12.175401451859695,12.587678419508837,13.217741226774722,10.597042208264744,11.468039458053234
883,796124,26316138703.875,9.048436087999454,10.349619092287064,11.59276406590185,12.203965160938179,13.188611749488805,8.305278424883303,10.349619092287064
884,10114749,12102454915.5,4.8581491389017515,8.077732414633937,9.473045302750686,10.480716227396488,13.147269998607868,2.254805041036032,8.077732414633937
885,16908945,10649464332.375,4.004627167681602,7.585,10.285267145759775,11.033576091497123,13.025,2.268722131593899,7.585
886,71477,2446212467.375,7.130397925739687,9.973154222566139,11.896727735351133,12.217274477859274,13.466328657271479,3.179559459585773,9.973154222566139
887,71518,30907744862.75,4.2945372323929325,5.99735105686902,8.535,9.929905521571747,12.919327492361301,2.772059424716862,5.99735105686902
888,173170,54618265733.125,9.066436543887317,11.068963844511098,11.915055593772328,12.17966466069391,13.065000000000001,4.56861265375244,11.068963844511098
889,173184,7935208680.5,4.389014785255753,5.548683067065628,9.022670164909478,10.54211427181373,13.256466596874024,2.587365018581767,5.548683067065628
890,3017370,2513157729.625,6.875068847210251,9.628045749383107,11.259210873959763,11.949989855460803,13.246060708974975,4.218717534190188,9.628045749383107
891,4250121,2376555374.375,7.956143629010415,9.67583835543255,11.059037372665522,11.799257423760638,13.181226554079164,5.455576019021535,9.67583835543255
892,7682673,83809902937.375,10.214163772490206,11.232940268690454,11.875822938271472,12.205941578637187,13.095,8.178916281033509,11.232940268690454
893,10118353,2367681136.625,3.3425503503648093,7.040798937306417,10.905053689895098,11.889627466142805,13.247654325679646,1.4930671740633308,7.040798937306417
894,13158844,13169825787.0,6.866774687129185,8.8425277793877,10.357499521971116,11.097484139592554,13.049853621213536,5.044581910538017,8.8425277793877
895,1588544,4335284958.375,4.076487097380248,6.622057339192073,9.308663748615741,10.450206783491492,13.095,2.6455326042732747,6.622057339192073
896,1566105,56726494539.0,7.212490146258792,9.564132047575466,10.301730071513216,11.061007221502699,13.030900543763586,4.742280832208036,9.564132047575466
897,4223578,3747187584.875,9.148778169065574,11.090171847522887,11.93234361774551,12.589834866740874,13.33317962239989,6.892342534346932,11.090171847522887
898,5728731,6859811937.0,4.7375900689124055,6.887831673086076,9.15871489021914,10.082703664828358,13.016123094409686,3.09117332929738,6.887831673086076
899,375900,1735453219.25,7.586790327834334,10.115800984845077,11.79293206969823,12.457696606966886,13.343025318471561,4.850601364303156,10.115800984845077
900,1566097,130248521808.375,10.496670100986087,10.932656300829743,11.670238336771796,11.955728983957922,13.105,9.455103245344166,10.932656300829743
901,1566107,52828344938.75,4.653820251455954,7.249300203351739,9.476549265219132,10.678469774170456,13.02950901709036,2.24579939664446,7.249300203351739
902,4223559,3502888507.375,6.121372243243087,7.80464118301325,9.946923498078814,11.078332574233308,12.195,4.332875245407826,7.80464118301325
