subhalo_id,soap_row_index,total_formed_mass,stellar_mass_current,t_start,t50,t50_span,t75,t75_span,t90,t90_span,t95,t95_span,t998,t998_span,tfin,tfin_span,f_Mz2,term1,term2,term3,DoR,elem_H_mass,elem_He_mass,elem_C_mass,elem_N_mass,elem_O_mass,elem_Ne_mass,elem_Mg_mass,elem_Si_mass,elem_Fe_mass,elem_Sr_mass,elem_Ba_mass,elem_Eu_mass
195404,16555138,5.467673063075,3.27729342980625,0.3085132097517356,3.0535132097517357,2.745,3.6435132097517355,3.335,8.603513209751736,8.295,10.873513209751735,10.565,13.543513209751737,13.235000000000001,13.543513209751737,13.235000000000001,0.5999545285961446,0.5999545285961446,0.14992503748125938,0.08943340428272252,0.2797709901200422,2.3923560448,0.8412658688,0.005482658,0.0020621186,0.0217991232,0.005851548,0.0024135154,0.002463525,0.0032248766,1.18171923828125e-07,3.757785034179688e-08,1.4431756019592286e-09
1707007,16579010,15.758458136175,9.4364529636125,0.2960825872520445,4.401082587252045,4.105,5.4610825872520445,5.165,7.001082587252045,6.705,9.301082587252044,9.004999999999999,12.351082587252044,12.055,12.351082587252044,12.055,0.2711099761811466,0.2711099761811466,0.0968054211035818,0.17515088198087878,0.1810220930885357,6.8929470464,2.420041728,0.0157693056,0.0057676752,0.0618762176,0.0165913744,0.0068736472,0.0069069736,0.0085891216,3.529797607421875e-07,1.1493033447265625e-07,3.874600982666016e-09
421267,16613723,23.8846776508625,14.23166860829375,0.27064768522211935,2.6356476852221196,2.365,3.5556476852221195,3.285,4.70564768522212,4.4350000000000005,6.58564768522212,6.315,13.54564768522212,13.275,13.54564768522212,13.275,0.6846701693055703,0.6846701693055703,0.15220700152207,0.08652772707261559,0.30780163263341864,10.4361590784,3.6282384384,0.0206152432,0.007593332,0.0861428672,0.0228520944,0.0095235992,0.0092075344,0.0102201,4.12979638671875e-07,1.33790185546875e-07,4.811656570434571e-09
17446980,16639833,5.30181741745,3.167663423375,0.3258938317746676,4.350893831774668,4.025,5.230893831774668,4.905,5.780893831774668,5.455,6.090893831774668,5.765000000000001,11.930893831774668,11.605,11.930893831774668,11.605,0.24462799989702425,0.24462799989702425,0.1019367991845056,0.20783975059458235,0.18480151655870405,2.3129731072,0.81278592,0.0053771484,0.0019701868,0.0210932848,0.005662414,0.0023485682,0.002331017,0.0027645132,1.183852294921875e-07,3.813958740234375e-08,1.269229507446289e-09
895473,16712211,6.1789906021875,3.70715079701875,0.3328706614461634,2.4778706614461634,2.145,5.3278706614461635,4.995,8.637870661446165,8.305000000000001,10.647870661446163,10.315,13.637870661446165,13.305000000000001,13.637870661446165,13.305000000000001,0.6176395676300128,0.6176395676300128,0.10010010010010009,0.08434846916503527,0.2673627122983827,2.6838921216,0.9626832896,0.0074839128,0.0029951346,0.0296778784,0.007943448,0.0033872556,0.0035205776,0.0049577716,1.7147869873046876e-07,4.6825439453125e-08,2.0411659240722655e-09
199933,16717362,8.0933115462125,4.9078979674375,0.3400567132486625,4.355056713248663,4.015000000000001,6.545056713248663,6.205,10.625056713248663,10.285,12.055056713248664,11.715000000000002,13.705056713248663,13.365,13.705056713248663,13.365,0.19653960830401912,0.19653960830401912,0.08058017727639001,0.07998995334987488,0.119036579643428,3.55473408,1.27417856,0.009909668,0.003934304,0.0385088256,0.0103189624,0.0043856156,0.0045614608,0.0065007848,2.447258544921875e-07,6.82194580078125e-08,2.6770111083984375e-09
199391,16735936,10.2708058347625,6.34960101633125,0.28983004542769564,6.0448300454276955,5.755,10.974830045427694,10.684999999999999,12.624830045427696,12.335,12.694830045427697,12.405000000000001,13.004830045427695,12.715,13.004830045427695,12.715,0.27406293884316135,0.27406293884316135,0.046794571829667765,0.12720720801411348,0.14935490622898087,4.60864512,1.6435412992,0.0125159328,0.0047639848,0.0472319776,0.012874148,0.005326908,0.005607646,0.0079960656,3.15901318359375e-07,9.055013427734376e-08,3.3271114349365234e-09
197713,16765334,73.2133364770125,43.81305147575625,0.18893116295421386,2.913931162954214,2.725,4.893931162954214,4.705,6.863931162954214,6.675,9.513931162954215,9.325000000000001,13.593931162954213,13.405,13.593931162954213,13.405,0.5554493780356997,0.5554493780356997,0.10626992561105207,0.07708427613976795,0.24626785992883993,32.2210168832,11.122130944,0.056707136,0.0209184496,0.243230976,0.0637596352,0.0270494208,0.0261503552,0.0291468864,1.0452626953125e-06,3.414696044921875e-07,1.3276419067382813e-08
889729,16855560,19.527428865025,11.8164937448,0.27646113248688486,5.041461132486885,4.765000000000001,7.471461132486885,7.195,9.881461132486884,9.604999999999999,11.391461132486885,11.115,13.471461132486885,13.195,13.471461132486885,13.195,0.19443188676135725,0.19443188676135725,0.06949270326615706,0.09233908149282957,0.11875455717344796,8.5653069824,3.0644140032,0.0238875632,0.0092598216,0.0909337728,0.0244872064,0.0103100544,0.0107429552,0.0150873152,6.18698291015625e-07,1.73512255859375e-07,6.233964157104492e-09
204792,16864337,14.4526247949375,8.68995078283125,0.27730923758805304,3.112309237588053,2.835,5.622309237588054,5.345000000000001,8.792309237588054,8.515,11.012309237588052,10.735,13.652309237588053,13.375,13.652309237588053,13.375,0.5304064083006695,0.5304064083006695,0.09354536950420952,0.07926353404734815,0.23440510395074243,6.328252416,2.2383310848,0.015410424,0.0059257124,0.0604333248,0.0161556352,0.006787956,0.0071063016,0.0102188904,4.01310986328125e-07,1.1613697509765625e-07,4.245686340332031e-09
