subhalo_id,soap_row_index,total_formed_mass,t_start,t50,t50_span,t75,t75_span,t90,t90_span,t95,t95_span,t998,t998_span,tfin,tfin_span,f_Mz2,term1,term2,term3,DoR,elem_H_mass,elem_He_mass,elem_C_mass,elem_N_mass,elem_O_mass,elem_Ne_mass,elem_Mg_mass,elem_Si_mass,elem_Fe_mass,elem_Sr_mass,elem_Ba_mass,elem_Eu_mass,stellar_mass_current
1743973,2695499,2.85542487975,1.72134957226875,0.3864560709099827,4.261456070909983,3.875,5.831456070909983,5.445,8.461456070909982,8.075,11.351456070909984,10.965,13.631456070909984,13.245,13.631456070909984,13.245,0.1675390682460835,0.1675390682460835,0.0918273645546372,0.0887069849801957,0.1160244725936388,1.2580980736,0.4412182016,0.002834332,0.0010477782,0.0108436792,0.0029222952,0.0011963907,0.0012483452,0.0017151496,6.995032958984374e-08,2.225738220214844e-08,7.604938983917235e-10
2860534,2695539,3.7861001484375,2.241378571525,0.3680986829800101,2.07309868298001,1.705,2.8930986829800105,2.5250000000000004,3.22309868298001,2.855,3.3830986829800103,3.015,5.44309868298001,5.075,5.44309868298001,5.075,0.9214256500722062,0.9214256500722062,0.198019801980198,0.6821915551445482,0.6005456690656508,1.6400313344,0.5728870912,0.0033313298,0.001267717,0.0149860976,0.0039108956,0.0016541543,0.0015589345,0.0016018414,5.4019140625e-08,1.7828964233398442e-08,7.630344867706299e-10
12480,2723050,16.4824480992125,9.86510153589375,0.2507965377315315,4.795796537731532,4.545,6.255796537731531,6.005,6.835796537731532,6.585,7.315796537731532,7.065,11.245796537731533,10.995,11.245796537731533,10.995,0.2264593368181658,0.2264593368181658,0.0832639467110741,0.2521513280487139,0.1872915371926512,7.1867080704,2.5397907456,0.0178557648,0.006577842,0.0689260992,0.0185802688,0.00769296,0.0077900224,0.009890352,4.159474609375e-07,1.303341552734375e-07,4.352827835083008e-09
1708664,2792079,3.751598595125,2.267381849775,0.4026757728420378,5.277675772842038,4.875,7.327675772842038,6.925,8.667675772842038,8.265,10.007675772842038,9.605,13.657675772842037,13.255,13.657675772842037,13.255,0.1221724723383495,0.1221724723383495,0.0722021660649819,0.0879805656776691,0.0941184013603335,1.6414299136,0.5890744832,0.0047258476,0.0018385558,0.0178777936,0.004821954,0.0020311808,0.002129536,0.0030342682,1.2568271484375e-07,3.4313580322265626e-08,1.2479387283325195e-09
196615,2821817,28.8986349101,17.51803941871875,0.2271448824475612,4.102144882447561,3.875,5.852144882447561,5.625,10.71214488244756,10.485,12.252144882447562,12.025,13.71214488244756,13.485,13.71214488244756,13.485,0.2799400230371299,0.2799400230371299,0.0888888888888888,0.0712729217195539,0.1467006112151909,12.785557504,4.498153472,0.0295649472,0.0110878264,0.1175194112,0.0312656448,0.0131335712,0.0131777424,0.0165044992,6.62592578125e-07,2.064231689453125e-07,7.436053466796875e-09
1139,2867384,7.44500041035,4.49685924459375,0.2316903673757906,4.276690367375791,4.045,5.646690367375791,5.415,10.07669036737579,9.845,11.796690367375792,11.565,13.69669036737579,13.465,13.69669036737579,13.465,0.3312709886803828,0.3312709886803828,0.0923361034164358,0.0727257603246074,0.1654442841404753,3.296256,1.1476558848,0.006739028,0.0024661466,0.0264257456,0.0071075208,0.002901373,0.002959261,0.0038550484,1.5418802490234376e-07,5.0952526855468754e-08,1.7304649353027342e-09
887707,2867392,2.1905891903875,1.3191719878625,0.3669475389727346,5.891947538972735,5.525,7.201947538972735,6.835,8.171947538972734,7.805,8.901947538972735,8.535,10.571947538972736,10.205000000000002,10.571947538972736,10.205000000000002,0.0514153412272506,0.0514153412272506,0.0731528895391367,0.3095384529483268,0.1447022279049047,0.9609495552,0.3397175296,0.0024157122,0.0008943484,0.0090684544,0.0024800378,0.0010078812,0.001045789,0.0014050382,6.159990844726563e-08,1.8293713378906252e-08,6.069530010223389e-10
1752299,2867394,9.6210360502875,5.8033191427375,0.3180255165723658,4.143025516572366,3.825,5.773025516572366,5.455,9.343025516572364,9.025,11.383025516572369,11.065,13.643025516572363,13.325,13.643025516572363,13.325,0.2581345880273764,0.2581345880273764,0.0916590284142988,0.0828956305599819,0.1442297490005523,4.2398040064,1.4882523136,0.0096672848,0.003615978,0.037047488,0.0100068008,0.0041192636,0.0042729272,0.0057664336,2.4119326171875e-07,7.226565551757813e-08,2.514982604980469e-09
900658,2929198,6.6979820718,4.06691178495,0.279858734138628,5.784858734138628,5.505,7.084858734138628,6.805,9.68485873413863,9.405,11.944858734138627,11.665,13.654858734138628,13.375,13.654858734138628,13.375,0.1628298959013048,0.1628298959013048,0.0734753857457751,0.0792635340473481,0.105189605231476,2.9510998016,1.053166592,0.0081003504,0.0030713212,0.0306343616,0.0083002208,0.0034606988,0.003570548,0.0048529304,2.043671875e-07,5.89787109375e-08,2.059770584106445e-09
4473501,2929215,5.7087786193,3.596007938425,0.3800637531351896,9.52506375313519,9.145,11.37506375313519,10.995,12.43506375313519,12.055,12.91506375313519,12.535,13.74506375313519,13.365,13.74506375313519,13.365,0.0474836802080684,0.0474836802080684,0.045475216007276,0.0799899533498748,0.0576496165217398,2.6123687936,0.9296402432,0.0070258488,0.0026639248,0.0263004464,0.007161472,0.0029768012,0.0030960956,0.00420664,1.839499755859375e-07,5.0071075439453133e-08,1.7695865631103514e-09
13033,2939243,5.7964148514,3.4992216403,0.2689907379200118,4.753990737920012,4.485,5.733990737920012,5.465,9.543990737920012,9.275,11.493990737920011,11.225,13.673990737920011,13.405,13.673990737920011,13.405,0.2590754020866526,0.2590754020866526,0.091491308325709,0.0770842761397679,0.1425503288507098,2.52849152,0.9114713088,0.007519588,0.0029866286,0.0287897344,0.0077391832,0.0033013072,0.0034348476,0.004836004,1.893691650390625e-07,5.137411499023437e-08,1.989294242858887e-09
53,2957389,11.604980228625,6.9942794556625,0.2020139920359369,5.587013992035937,5.385,8.287013992035938,8.085,9.287013992035938,9.085,9.617013992035936,9.415,12.057013992035936,11.855,12.057013992035936,11.855,0.2282411552653142,0.2282411552653142,0.0618429189857761,0.1896792680314136,0.1599211140941679,5.0756169728,1.8109151232,0.0138650752,0.0052718016,0.0526927904,0.0142687472,0.0059484972,0.0061470532,0.0084220936,3.5518388671875e-07,1.0073800659179689e-07,3.525868988037109e-09
13752,2974318,10.303146124025,6.17539636646875,0.2885140651547822,4.373514065154782,4.085,6.883514065154783,6.595000000000001,8.173514065154782,7.885,8.483514065154782,8.195,12.303514065154785,12.015,12.303514065154785,12.015,0.364721312455481,0.364721312455481,0.0758150113722517,0.1780565591909857,0.2061976276729061,4.5007818752,1.5889755136,0.0110183008,0.004099992,0.0421049568,0.011393448,0.0046935016,0.004850142,0.0065872816,2.805091796875e-07,8.485775756835938e-08,2.811806297302246e-09
439903,3036870,7.9518010628875,4.72150285100625,0.2867457033209319,2.861745703320932,2.575,3.401745703320932,3.115,3.941745703320932,3.655,3.981745703320932,3.695,12.13174570332093,11.845,12.13174570332093,11.845,0.7122416641709723,0.7122416641709723,0.160513643659711,0.1904056873339405,0.354386998388208,3.4582765568,1.2055882752,0.0070622608,0.0025854094,0.0298959936,0.0079671352,0.003316096,0.0031462658,0.003331883,1.21332666015625e-07,4.095224914550781e-08,1.582495307922363e-09
1792631,3041437,2.8129541877125,1.69970780725,0.420834548360677,4.585834548360677,4.165,7.475834548360677,7.055,9.955834548360675,9.535,10.775834548360676,10.355,13.565834548360677,13.145,13.565834548360677,13.145,0.1329062410598741,0.1329062410598741,0.070871722182849,0.0959711780054633,0.0999163804160621,1.2361750528,0.4387633664,0.0031964606,0.0012151008,0.012027064,0.00325469,0.0013514981,0.0014219132,0.0020240096,8.479188232421875e-08,2.431541595458984e-08,8.435491561889647e-10
1800441,3041449,5.036767720825,2.99744711600625,0.3056731518297475,3.300673151829748,2.995,4.700673151829747,4.395,5.490673151829748,5.1850000000000005,5.890673151829748,5.585,7.170673151829748,6.865,7.170673151829748,6.865,0.4962346162978519,0.4962346162978519,0.1137656427758816,0.5521624999922604,0.3873875863553313,2.1792094208,0.7739203584,0.005706868,0.0021261174,0.0220017648,0.0059579804,0.0024468526,0.0024826224,0.0031771274,1.3991995849609378e-07,4.197607421875e-08,1.396989917755127e-09
910460,3059443,5.7037148473875,3.47266608785625,0.2633040182325388,4.258304018232539,3.995,8.498304018232538,8.235,11.198304018232538,10.935,12.25830401823254,11.995,13.698304018232538,13.435,13.698304018232538,13.435,0.2847052436371872,0.2847052436371872,0.0607164541590771,0.0749050182321877,0.1401089053428173,2.530443264,0.8939679744,0.006199824,0.002330162,0.023638016,0.00641113,0.0026294018,0.002744322,0.0037959164,1.5079669189453126e-07,4.56619140625e-08,1.6498334884643552e-09
924956,3091355,5.2327263341875,3.1440083659375,0.3592495501035984,5.214249550103599,4.855,5.484249550103598,5.125,6.834249550103598,6.475,7.254249550103599,6.8950000000000005,13.6442495501036,13.285,13.6442495501036,13.285,0.1426856048604025,0.1426856048604025,0.0975609756097561,0.0858013077700888,0.1086826294134158,2.3044448256,0.8023245824,0.0046929716,0.001696073,0.018780552,0.0050428224,0.0020605832,0.0020519746,0.0025799286,1.12864013671875e-07,3.7838067626953124e-08,1.176911449432373e-09
1540871,3091360,10.2032935646125,6.0956263362875,0.3019684902767707,3.4369684902767705,3.135,4.69696849027677,4.395,7.406968490276771,7.105,9.32696849027677,9.025,12.76696849027677,12.465,12.76696849027677,12.465,0.4248495673516504,0.4248495673516504,0.1137656427758816,0.1453676905772821,0.227994300234938,4.4587134976,1.5602341888,0.009667728,0.0036035224,0.0388050176,0.0103547024,0.0043272628,0.0042546864,0.0050510944,2.1360595703125e-07,6.739632568359375e-08,2.308648300170898e-09
17804013,3235406,4.055989504275,2.42785429885625,0.3113101187875617,3.5663101187875617,3.255,4.346310118787562,4.035,5.816310118787562,5.505,9.156310118787562,8.845,13.656310118787562,13.345,13.656310118787562,13.345,0.3213292364049062,0.3213292364049062,0.1239157372986369,0.0814427919549283,0.1755625885528238,1.7818042368,0.6186201088,0.0034888556,0.0012917565,0.0137668672,0.0036852436,0.0015194345,0.0015225442,0.0019062448,8.200640258789063e-08,2.8119305419921877e-08,8.963255882263182e-10
217101,3289019,2.7533545490125,1.7510429411,0.3160945209074661,9.361094520907468,9.045000000000002,11.861094520907468,11.545000000000002,13.041094520907468,12.725,13.361094520907468,13.045000000000002,13.691094520907466,13.375,13.691094520907466,13.375,0.0725568533924008,0.0725568533924008,0.0433087916847119,0.0792635340473481,0.0650430597081536,1.263710208,0.456895232,0.0039650164,0.0015262864,0.0146520672,0.004018218,0.0016721968,0.0017654392,0.0025024948,1.057721923828125e-07,2.752466735839844e-08,1.028419208526611e-09
243244,29313840,21.601504089,13.05467734949375,0.2956235799783382,4.9906235799783385,4.695,7.670623579978338,7.375,9.78062357997834,9.485,10.94062357997834,10.645,13.05062357997834,12.755,13.05062357997834,12.755,0.2012049785482648,0.2012049785482648,0.0677966101694915,0.1243015308040064,0.1311010398405876,9.5006900224,3.3663399936,0.0240848576,0.0090919624,0.0924160384,0.0249058624,0.0103605648,0.0106342056,0.0142257984,5.9463642578125e-07,1.7752396240234376e-07,6.105524063110352e-09
28276,29318113,33.3802094472625,19.99270659334375,0.2193435937900787,3.504343593790079,3.285,4.604343593790079,4.385,7.164343593790079,6.945,9.85434359379008,9.635000000000002,13.614343593790078,13.395,13.614343593790078,13.395,0.4465935020607712,0.4465935020607712,0.1140250855188141,0.0778106954422946,0.2128097610072933,14.6161516544,5.1206909952,0.0322438976,0.0118381072,0.1293125504,0.0345833312,0.014327976,0.0142110608,0.017220576,7.05279443359375e-07,2.29026611328125e-07,7.8805419921875e-09
243302,29318118,6.6062958237,3.9386921786625,0.2858880910211727,4.200888091021173,3.915,4.900888091021173,4.615,5.300888091021173,5.015000000000001,5.480888091021173,5.195,10.050888091021172,9.765,10.050888091021172,9.765,0.246783613634698,0.246783613634698,0.1083423618634886,0.3415009022595039,0.2322089592525635,2.8792817664,1.0088996864,0.006413804,0.0023391776,0.0256995312,0.0068376456,0.002841512,0.0027848996,0.0032102328,1.3324375e-07,4.5786859130859374e-08,1.503119659423828e-09
11156245,29318451,38.6564795974125,23.07758773934375,0.2554205854559797,3.4704205854559795,3.215,4.41042058545598,4.155,5.64042058545598,5.385,7.35042058545598,7.095000000000001,13.40042058545598,13.145,13.40042058545598,13.145,0.4053293207107325,0.4053293207107325,0.1203369434416365,0.0959711780054633,0.2072124807192774,16.8964308992,5.8978783232,0.0356314528,0.0129659272,0.1442439808,0.0384093664,0.015977904,0.0156482944,0.0182341744,7.36338232421875e-07,2.498793212890625e-07,8.372589874267577e-09
107968,29342403,9.9517471780125,5.957553353575,0.2681758752589758,3.953175875258976,3.685,4.883175875258976,4.615,6.123175875258976,5.855,6.893175875258976,6.625,13.583175875258975,13.315,13.583175875258975,13.315,0.2874072191458366,0.2874072191458366,0.1083423618634886,0.0836220498625085,0.1597905436239446,4.3487309824,1.5293882368,0.0101147424,0.003765982,0.0399258752,0.0106431184,0.0044545396,0.0044379608,0.0054077052,2.354408935546875e-07,7.2457861328125e-08,2.434635353088379e-09
244536,29367139,84.6286532972625,50.64961116764375,0.2233722137130858,2.9383722137130857,2.715,4.498372213713086,4.275,8.248372213713086,8.025,9.828372213713084,9.605,13.548372213713089,13.325,13.548372213713089,13.325,0.618407544306337,0.618407544306337,0.1169590643274853,0.0828956305599818,0.2727540797312681,37.2481163264,12.8563019776,0.065681312,0.0238794144,0.2838184704,0.0744497088,0.0315092576,0.030174608,0.032549216,1.14730263671875e-06,3.920843994140625e-07,1.5075369262695314e-08
532748,29449239,5.374007939125,3.2218221456,0.3658523262505539,5.150852326250554,4.785,6.400852326250554,6.035,7.150852326250554,6.785,7.580852326250554,7.215,11.550852326250553,11.185,11.550852326250553,11.185,0.1520130923914324,0.1520130923914324,0.0828500414250207,0.2383493613007058,0.1577374983723863,2.3450003456,0.8305772032,0.0060016128,0.0022284706,0.022878432,0.006188542,0.0025727044,0.0026149716,0.0033280932,1.46595263671875e-07,4.3124700927734376e-08,1.4522034645080567e-09
254078,29463812,12.621942521375,7.64260268959375,0.2381374289468318,4.733137428946832,4.495,7.123137428946832,6.885,10.063137428946831,9.825,11.573137428946833,11.335,13.643137428946831,13.405,13.643137428946831,13.405,0.1996702926159778,0.1996702926159778,0.0726216412490922,0.0770842761397678,0.1164587366682793,5.533784064,1.9851302912,0.0156846448,0.0062279128,0.0598526336,0.0161135712,0.0068321872,0.0071809048,0.0103750032,4.11045361328125e-07,1.1111568603515625e-07,4.225643539428711e-09
12262,29488407,1.8273625382375,1.08840101945,0.3369631195062812,3.831963119506281,3.495,4.7419631195062815,4.405,5.811963119506281,5.475,6.5719631195062815,6.235,8.31196311950628,7.975,8.31196311950628,7.975,0.3186729124775432,0.3186729124775432,0.1135073779795686,0.4715299574117915,0.3012367492896344,0.7850259968,0.2843081216,0.0024037818,0.0009682012,0.0093018256,0.0024521464,0.0010620963,0.00108901,0.0015599492,6.140885009765624e-08,1.9948219299316408e-08,6.290195941925049e-10
538603,29499364,43.039099219825,25.7872374546125,0.2403233036244785,2.9153233036244783,2.675,4.425323303624479,4.1850000000000005,7.265323303624479,7.025,10.59532330362448,10.355,13.61532330362448,13.375,13.61532330362448,13.375,0.5802547028983578,0.5802547028983578,0.1194743130227001,0.0792635340473481,0.259664183322802,18.9165142016,6.5713811456,0.0367728096,0.0137362736,0.1532818432,0.0405436096,0.017130136,0.0167086608,0.019108872,7.3323564453125e-07,2.2769404296875e-07,8.808476257324218e-09
8683650,29675770,12.962258575875,7.7679703444375,0.3298519106017217,5.174851910601722,4.845000000000001,6.204851910601722,5.875,6.674851910601722,6.345000000000001,6.854851910601722,6.525,12.534851910601724,12.205000000000002,12.534851910601724,12.205000000000002,0.1468559623912996,0.1468559623912996,0.0851063829787234,0.1642545924429774,0.1320723126043334,5.662685184,1.9979497472,0.01378564,0.0050564808,0.0538087872,0.0144538624,0.0060183848,0.0059907256,0.0072785168,3.05825048828125e-07,9.79053466796875e-08,3.26438980102539e-09
1119268,29700472,4.1277112964625,2.490191872725,0.355936066575973,5.260936066575973,4.905,5.980936066575973,5.625,6.590936066575973,6.235,11.140936066575971,10.785,13.620936066575972,13.265,13.620936066575972,13.265,0.1392858125137588,0.1392858125137588,0.0888888888888888,0.0872541463751424,0.1051429492592633,1.817648128,0.6393671168,0.0042490668,0.001567998,0.0166126688,0.0044569604,0.0018482718,0.0018521982,0.00229365,9.402175903320313e-08,3.0446896362304686e-08,1.0397087097167967e-09
550022,29731081,10.0380203698875,6.08348525831875,0.2665239906698708,6.271523990669871,6.005,7.531523990669871,7.265000000000001,10.04152399066987,9.775,11.20152399066987,10.935,13.281523990669871,13.015,13.281523990669871,13.015,0.1439787353812371,0.1439787353812371,0.0688231245698554,0.105414628938311,0.1060721629631345,4.43297792,1.5659503616,0.0108587608,0.0040462868,0.042014672,0.0112653416,0.0046846312,0.0047355668,0.006138496,2.627361083984375e-07,8.211597290039063e-08,2.686491584777832e-09
263276,29849783,33.1202399754,19.80272673105,0.281562707334638,3.166562707334638,2.885,4.426562707334638,4.145,6.636562707334639,6.355,9.936562707334636,9.655,12.806562707334638,12.525,12.806562707334638,12.525,0.5277724571238978,0.5277724571238978,0.120627261761158,0.1410091747621216,0.2631362978823924,14.450802688,5.0843836416,0.0333575296,0.0124848664,0.13430688,0.0358272256,0.0149850224,0.0150950992,0.0191739824,7.31761669921875e-07,2.262768798828125e-07,8.451473999023437e-09
118817,29889443,4.227653265875,2.5087451024625,0.2681758752589758,2.483175875258976,2.215,2.703175875258976,2.435,4.413175875258975,4.145,5.283175875258976,5.015000000000001,11.673175875258975,11.405,11.673175875258975,11.405,0.8643677274805265,0.8643677274805265,0.2053388090349076,0.2223681366451172,0.4306915577201837,1.841488896,0.6385166336,0.0034592032,0.0012778285,0.0149583888,0.003947566,0.0016604087,0.0015837751,0.0016969988,5.3614172363281256e-08,1.9156849670410155e-08,7.835861206054688e-10
15221,29926336,6.370066402575,3.7962011329375,0.2885140651547822,3.2435140651547822,2.955,3.8635140651547824,3.575,4.233514065154783,3.945,4.973514065154783,4.6850000000000005,13.433514065154782,13.145,13.433514065154782,13.145,0.5147625786109523,0.5147625786109523,0.1398601398601398,0.0959711780054633,0.2501979654921852,2.784681984,0.9676140544,0.005519074,0.0019944946,0.0224628928,0.006020684,0.0024746612,0.0024005082,0.0027021582,1.04764501953125e-07,3.763367004394531e-08,1.275162410736084e-09
569082,30094924,16.276437042825,9.6644209609,0.2764611324868848,2.641461132486885,2.365,3.261461132486885,2.9850000000000003,5.351461132486885,5.075,6.381461132486885,6.105,9.331461132486886,9.055,9.331461132486886,9.055,0.7584744902158764,0.7584744902158764,0.1675041876046901,0.3930766727389027,0.4396851168531564,7.0963986432,2.458857472,0.0132585176,0.004808072,0.0565430144,0.014935664,0.0061880708,0.0059933752,0.0067388832,2.3559482421875e-07,8.453489990234376e-08,3.166953468322754e-09
1156954,30102390,29.138197662725,17.56603802265625,0.2771096056713134,4.052109605671314,3.775,5.462109605671314,5.1850000000000005,9.452109605671314,9.175,11.512109605671313,11.235,13.662109605671317,13.385000000000002,13.662109605671317,13.385000000000002,0.364404591538813,0.364404591538813,0.0964320154291224,0.0785371147448213,0.1797912405709189,12.8289619968,4.5062361088,0.0293019808,0.0109378064,0.1151187584,0.030818512,0.0128169648,0.013019216,0.0166960496,6.825138671875e-07,2.118838134765625e-07,7.461896514892579e-09
2288464,30113946,4.7233061799,2.81813310266875,0.3339320381295394,4.048932038129539,3.715,5.51893203812954,5.1850000000000005,6.468932038129539,6.135,6.85893203812954,6.525,11.678932038129538,11.345,11.678932038129538,11.345,0.4000463481048363,0.4000463481048363,0.0964320154291224,0.2267266524602778,0.2410683386647455,2.0496850944,0.7273649152,0.00536173,0.0019919336,0.0201207344,0.0054883972,0.00225704,0.0023255928,0.0031126668,1.3739342041015628e-07,4.0711520385742186e-08,1.3327967643737794e-09
2286317,30152201,14.1547057619875,8.49003593221875,0.276012485813581,3.751012485813581,3.475,4.781012485813581,4.505,5.851012485813581,5.575,10.47101248581358,10.195,13.63101248581358,13.355,13.63101248581358,13.355,0.3902546406004817,0.3902546406004817,0.1109877913429522,0.0807163726524016,0.1939862681986119,6.207721472,2.1745340416,0.0138331056,0.0050830492,0.0539258304,0.0145168048,0.0059934484,0.0060223376,0.0074424888,3.183996826171875e-07,1.0026054077148437e-07,3.3794689178466796e-09
579617,30211766,4.521922111575,2.7058274234625,0.296490792597984,4.321490792597984,4.025,5.221490792597984,4.925,5.9814907925979846,5.6850000000000005,9.621490792597983,9.325,10.731490792597985,10.435,10.731490792597985,10.435,0.1722853823141484,0.1722853823141484,0.1015228426395939,0.2928308089902117,0.188879677981318,1.9769534464,0.6937458688,0.0044879228,0.0016517834,0.017597744,0.0046881992,0.0019569008,0.001968233,0.0024626954,1.0057312622070313e-07,3.2989312744140625e-08,1.1056627273559571e-09
216570,30223740,10.1998250462375,6.1367721604625,0.3141674414627129,4.029167441462713,3.715,5.8291674414627135,5.515000000000001,9.189167441462716,8.875000000000002,10.579167441462712,10.265,13.589167441462711,13.275,13.589167441462711,13.275,0.2489719834961049,0.2489719834961049,0.0906618313689936,0.0865277270726155,0.1420538473125713,4.4767084544,1.5770779648,0.0105909984,0.00397348,0.0409097856,0.0109904664,0.0045462228,0.0047118256,0.0064141408,2.56350244140625e-07,7.903252563476563e-08,2.786113929748535e-09
