subhalo_id,stellar_mass_current,stellar_halfmass_radius_kpc,logsigma
158660,0.0,2.29644775390625,10.11962487457736
6041,7.390999860268494,2.38800048828125,10.2930679866197
4084083,3.587242158871959,2.20489501953125,10.035023640143674
12231,10.31602063641185,4.2724609375,10.052405150596352
740743,46.55590913618653,9.8419189453125,10.027852553476126
2821775,5.772686385695124,1.735687255859375,10.401420777053856
2855260,0.0,4.78363037109375,10.0919955379233
1518042,10.988636270310964,3.742218017578125,10.118525287443417
3229802,8.474880773967016,2.979278564453125,10.191704916040344
1560853,19.126320970528468,6.16455078125,10.01734964298453
375396,3.864833988205646,2.13623046875,10.074793079332048
381539,11.983631738796248,3.60107421875,10.185028317134188
1580884,6.503946886383346,2.74658203125,10.142867784448232
5744026,12.232053911095136,4.49371337890625,10.05417161757804
807260,8.110261714267835,3.33404541015625,10.102431513934514
170652,32.60883367960923,7.9803466796875,10.036468637996842
1590258,6.442060721463349,2.38800048828125,10.231315890768707
179915,3.973640323296422,2.34222412109375,10.021626271184545
1623156,0.0,3.238677978515625,10.01744099365147
1623099,0.0,6.47735595703125,10.003446604977594
391703,5.436194104113383,2.445220947265625,10.040068751637811
813780,2.510012973820267,1.7299652099609375,10.03105991066876
2788924,3.356908702015062,1.819610595703125,10.12273999663007
1455155,4.688119234866463,2.41851806640625,10.056819967843976
1474761,3.656537371345621,2.170562744140625,10.023699222424709
843181,3.1685548218883923,1.964569091796875,10.058514205712786
352542,9.264779745040869,2.994537353515625,10.23650304955561
12831197,7.44840718825435,3.238677978515625,10.092691946070662
2858896,2.432151992841682,1.52587890625,10.1065466915938
12178,8.649379048205446,3.826141357421875,10.039619409755794
755578,6.526464081958693,2.971649169921875,10.080152326917055
5577975,8.930353145340632,2.8228759765625,10.239374541496549
66132,0.0,3.513336181640625,10.047581688348467
771562,7.333901030084235,2.532958984375,10.228143634870028
172541,4.2733765129887615,1.850128173828125,10.206936260161545
990049,8.769956323718361,3.37982177734375,10.092226025817247
71727,11.232557722381898,3.45611572265625,10.2245683001025
999532,5.225542873638915,1.9989013671875,10.243473837622624
72060,16.24579287996312,6.072998046875,10.00302422412178
990587,0.0,2.01416015625,10.119477664654614
175416,15.058826959844737,4.8828125,10.088992403665376
809503,4.150601699366234,1.5544891357421875,10.330284611683958
7510,15.407722729338277,5.4779052734375,10.028679439387084
25313,0.0,3.5858154296875,10.042960962856505
235419,0.0,1.995086669921875,10.093906990913716
2014494,0.0,6.1187744140625,10.05103145789887
4319750,0.0,2.910614013671875,10.145984709929076
62268,17.027599102751992,5.31768798828125,10.061185775712842
158744,2.613631294516381,1.8596649169921875,10.008247573940368
1454669,4.587679404496157,2.513885498046875,10.0562295207158
402510,0.0,3.54766845703125,10.128354927739192
1729256,0.0,1.6689300537109375,10.326070290261166
12388,5.210643184916989,2.838134765625,10.030587476457445
64410,1.624219508805254,1.2493133544921875,10.065627888687542
83494,17.77794778628595,4.9591064453125,10.0890162025967
195767,74.13305213730928,11.1083984375,10.080882653023105
750873,153.03972320687535,15.716552734375,10.005876828749726
1740703,3.21501497772988,1.7566680908203125,10.138320915136918
64460,15.005065715733508,4.31060791015625,10.193616875971246
191375,6.344426906915032,3.01361083984375,10.055325530051393
62929,42.610741290940496,8.4075927734375,10.065709964795907
199576,10.712924950123124,4.40216064453125,10.037662507286162
88790,5.43769960100326,2.811431884765625,10.042654507598208
4213754,16.900514067194308,4.8370361328125,10.120008962229198
793784,0.0,3.11279296875,10.000418931227804
22838652,3.21211971687444,1.522064208984375,10.20998677371286
173081,0.0,2.155303955078125,10.102426203599142
958172,5.557414163515205,2.2125244140625,10.213458741779702
222289,13.385867085708014,4.00543212890625,10.152950417396012
502997,5.706060408032499,2.55584716796875,10.129458423156642
2791247,0.0,2.1820068359375,10.148463599417278
61035,0.0,2.72369384765625,10.091703793281988
737877,5.866381413863564,2.231597900390625,10.22938627729036
861,56.93747308688762,9.9334716796875,10.064186159754524
5895626,3.5729594536314835,2.086639404296875,10.059313795750182
83656,5.311377948550216,2.384185791015625,10.14346532357603
782,3.1243176962962025,2.03704833984375,10.03112961600161
83079,57.22495501553203,11.322021484375,10.002236126816358
194406,6.651437513690325,3.360748291015625,10.007092015882574
5568023,7.522696634281601,3.59344482421875,10.022620667413278
3195990,4.934727466505137,2.819061279296875,10.0098065421225
192291,5.829840276644973,2.704620361328125,10.117150984914552
418439,5.627810663812852,2.76947021484375,10.060846353446845
198893,5.353188478940865,2.0294189453125,10.239725034698132
1056,2.604377727075189,1.77764892578125,10.03367647889316
83431,19.69762294911197,5.828857421875,10.063094193484462
86617,6.486452437318803,2.696990966796875,10.14988490560537
10699129,2.917516080553469,1.8787384033203125,10.045846136943185
7670343,0.0,1.766204833984375,10.297984354818922
3328409,6.826647986919852,3.23486328125,10.038412136720614
215236,0.0,2.620697021484375,10.06703566250889
226008,9.248637898199377,3.726959228515625,10.09015271919521
22654,8.568853954144288,3.047943115234375,10.178554455904752
552,3.339682475561858,2.178192138671875,10.015855222872736
2003,201.1175811032153,12.237548828125,10.211005148627947
7166,10.93774741008383,4.38690185546875,10.037222774868864
72033,4.176291072108143,1.6078948974609375,10.3107263988039
100531,6.039264264407393,2.6092529296875,10.149752328975907
382802,3.414274259157537,2.18963623046875,10.02150016088811
812385,2.3362664551314083,1.6002655029296875,10.061954750793834
3028815,4.273087447276339,1.5926361083984375,10.327384116820484
3071838,3.200985561721609,2.166748046875,10.001112912746391
97114,3.6887294146508793,2.353668212890625,10.008895762800709
98113,1.6457018499495462,1.3599395751953125,10.01347623623697
96779,8.976618357097323,3.154754638671875,10.183140567885074
176832,0.0325310139814973,10.6201171875,10.113196541183523
5865224,0.0002192662868765,1.9683837890625,10.039117922794576
1041257,0.0,1.3885498046875,10.239233849937955
1041630,0.0,1.689910888671875,10.11068254591799
8461425,0.0,1.9683837890625,10.325888775475132
18364834,0.0,1.6269683837890625,10.190926909847114
813809,7.367903395235771,3.253936767578125,10.071391685352248
1454545,11.239868662218214,3.73077392578125,10.155447159240932
157046,11.690986948888169,3.021240234375,10.218398525078282
183993,0.0,3.322601318359375,10.23092820891084
82177,8.650736743562447,3.467559814453125,10.095372910088702
436450,2.714817990148731,1.903533935546875,10.007256797837533
202570,8.211257860035403,3.147125244140625,10.115116499745575
908875,20.309563721377344,6.01959228515625,10.022074088316089
13750973,1.381707545617246,1.1692047119140625,10.03809521440377
1871788,4.09667354967678,2.43377685546875,10.028317849983198
955386,10.288186689540453,4.09698486328125,10.045020378622262
16940,9.16081773910264,3.505706787109375,10.130021297694205
1845543,8.007105635762855,3.040313720703125,10.143625836631578
1835283,0.0,3.07464599609375,10.017003391751148
209299,0.0,4.9591064453125,10.04536613416546
3281252,5.234109200566309,1.67083740234375,10.362309776795684
1484,6.336245841201162,2.422332763671875,10.213848013568962
950755,6.795347831357503,3.368377685546875,10.027782901475785
1012141,4.17245104774338,2.513885498046875,10.010555077192745
71756,3.781972267002857,2.12860107421875,10.040414459851704
3345581,16.73610043091321,5.39398193359375,10.068865245288842
2208,16.800805971288355,6.3323974609375,10.004929071111572
26277,4.4293966538025416,1.972198486328125,10.196779894513147
230181,2.235356390796369,1.59454345703125,10.044983120682971
475090,2.4516467476350954,1.689910888671875,10.044233971877068
480155,9.21400271083985,3.299713134765625,10.154667903167612
492527,6.132501186657464,2.5634765625,10.165818325808228
494559,3.667450005326828,2.109527587890625,10.05757182725758
494970,12.499857990842427,4.47845458984375,10.11233190655248
1008828,28.081927097089647,6.20269775390625,10.232103136283026
1009375,3.4250648092493066,2.079010009765625,10.054276013756157
1010350,11.94190034494386,3.810882568359375,10.200010225170676
2226,4.945794930375996,1.575469970703125,10.395796982185464
494654,1.8367182341244188,1.38092041015625,10.05107027396129
24712,6.13445858060004,2.899169921875,10.070734057341172
500334,3.99810440280271,1.6803741455078125,10.255598707186907
1995524,6.429658755550918,3.040313720703125,10.072909573400995
4706049,3.4487503755590296,1.8463134765625,10.137552057217704
1029438,0.0,2.239227294921875,10.090880030380248
3430707,5.811214908586408,2.7923583984375,10.081550153348322
11039252,0.0,2.010345458984375,10.256551001991674
25178,0.0091976646363036,3.4027099609375,10.05004076619424
231307,12.026691989347457,4.02069091796875,10.11192705204122
402161,0.0,2.00653076171875,10.00651733671672
78006,0.0,4.99725341796875,10.011200622312888
3143632,0.0,2.338409423828125,10.021335874812692
7832711,12.061522504263849,4.87518310546875,10.01226146032996
60871,0.0,5.11932373046875,10.007154078000775
180533,0.0,10.9710693359375,10.04619245531086
1647304,0.0,6.0272216796875,10.008403001864323
82904,6.545600409132021,2.8839111328125,10.08054576859386
4380620,26.542594755075697,6.9732666015625,10.07581432657753
12671,6.04406616189226,3.21197509765625,10.009784718836782
1254,127.06027269528568,12.908935546875,10.070837398292351
10571683,2.883476710143441,1.6727447509765625,10.124453479822456
201868,0.0,3.597259521484375,10.02287360130734
6034364,3.1594602574477904,1.861572265625,10.085446963137928
435538,4.223072689528635,1.499176025390625,10.346463187655605
1788266,5.179143943605595,2.5787353515625,10.092365305679689
89134,15.266135076300998,4.730224609375,10.114766265985816
87476,5.864727507199859,2.819061279296875,10.081332229582104
925424,0.0,3.0517578125,10.163569610474292
1368,0.0,3.345489501953125,10.042898227632236
460314,14.457630370096012,4.78363037109375,10.064944798128106
1919656,17.31549493703642,5.42449951171875,10.083731118669792
995106,4.069975140504539,1.5468597412109375,10.29144226063457
491584,5.395647185374401,2.872467041015625,10.015421563910516
1930766,0.0,2.613067626953125,10.04209191271808
224822,5.8893102295696735,2.67791748046875,10.075001675938324
26168,52.81782711655251,9.6282958984375,10.097038655338691
238697,10.068921269994462,3.803253173828125,10.076185199601252
492506,24.69171907295822,7.2021484375,10.00292656326054
1011037,9.480944183000249,4.06646728515625,10.056476882833046
1946318,4.58997501101112,2.712249755859375,10.006753241512165
25850,0.0,2.25067138671875,10.147292183828522
236847,0.0,4.28009033203125,10.043689761330969
495540,2.156687798589701,1.6155242919921875,10.010660157739151
102907,0.0,2.9296875,10.172797572445315
839898,0.0,2.32696533203125,10.245476744692276
4690410,8.179872898486792,3.704071044921875,10.031664153141426
834427,7.357251125606126,3.19671630859375,10.058240940264328
79235,7.081501164328074,2.6702880859375,10.20212445684001
186200,2.9928738164526294,1.73187255859375,10.117429170420465
186592,119.65300094083796,13.1378173828125,10.0416387438647
406502,1.3263042103280895,1.186370849609375,10.011050709628766
193651,4.528539328108309,2.460479736328125,10.066464421686794
848198,6.114412134549639,3.05938720703125,10.037440559605637
12490,55.82663831298851,9.368896484375,10.114830137493144
7916136,2.5064918713324005,1.64794921875,10.072983923848952
80989,3.9863795293931616,2.37274169921875,10.01722489439489
197137,9.41524151624617,2.498626708984375,10.344461363779212
412847,16.26042070114636,5.69915771484375,10.01412811910072
10850,4.524390451522777,2.658843994140625,10.012168451315317
80760,8.863998348271707,2.651214599609375,10.27776558597902
197016,6.651634238609404,2.8533935546875,10.13945867350438
197076,12.356619347825472,3.0670166015625,10.302376523495044
427231,7.905005140004505,3.543853759765625,10.061794169723631
427356,11.292724491686386,3.9520263671875,10.14901810794971
884010,4.938513190150843,2.09808349609375,10.210554554257502
1699510,3.938302933849627,1.7833709716796875,10.217277072459606
1702998,4.154643497742654,2.216339111328125,10.099211832712456
1752205,1.396000071137678,1.209259033203125,10.021038667362976
1753583,5.877558860534919,3.07464599609375,10.027756761846346
869305,9.653062730765669,2.964019775390625,10.24393459964648
4395237,10.997716821460926,4.3487548828125,10.034704874321024
877581,8.71337625830347,3.879547119140625,10.035524597577815
86728,4.397622916170803,2.216339111328125,10.12308017288715
427733,0.0,3.65447998046875,10.081757002085617
202897,6.541138883825624,2.76947021484375,10.10461651617051
1408,4.468693808368698,1.5888214111328125,10.343007449421712
1809935,3.4238015276932856,2.08282470703125,10.04906981632011
1415,13.134752938225574,4.0435791015625,10.171070008319044
88138,6.473527258480317,2.38037109375,10.227971754349316
466789,0.0,7.69805908203125,10.034291478424084
226646,12.748810675620916,3.536224365234375,10.276587785031587
489146,6.809648597976775,3.27301025390625,10.053131400366624
958228,0.0,3.5400390625,10.111241140403957
19674,4.474755893606925,2.51007080078125,10.040454477681973
485452,3.87751034667599,2.37274169921875,10.014541294824667
3353567,4.61617306041444,2.651214599609375,10.017072148020944
22152,14.910674350176125,5.37109375,10.031994811520027
489993,0.0,4.2266845703125,10.023979191367989
