subhalo_id,soap_row_index,total_formed_mass,stellar_mass_current,t_start,t50,t50_span,t75,t75_span,t90,t90_span,t95,t95_span,t998,t998_span,tfin,tfin_span,f_Mz2,term1,term2,term3,DoR,elem_0_mass,elem_1_mass,elem_2_mass,elem_3_mass,elem_4_mass,elem_5_mass,elem_6_mass,elem_7_mass,elem_8_mass,elem_9_mass,elem_10_mass,elem_11_mass
2404201,33596879,14.303569555282593,14.303569555282593,0.3653736084768985,4.8503736084768985,4.485,5.270373608476898,4.905,7.270373608476898,6.905,8.540373608476898,8.174999999999999,10.8903736084769,10.525,10.8903736084769,10.525,0.12706719204119366,0.12706719204119366,0.1019367991845056,0.28792045861995474,0.17230814994855134,10.37091856310144,3.705708402907476,0.028646859941239344,0.010712902466289233,0.11472280877796709,0.03071264689469077,0.013029424833023037,0.012696726954171025,0.01471125191816529,5.488571724831304e-07,1.7483242556530385e-07,6.553072581880148e-09
1239398,33665444,5.876511812210083,5.876511812210083,0.33851379057331604,5.893513790573316,5.555,6.473513790573316,6.135,6.943513790573316,6.605,7.403513790573316,7.065,13.213513790573316,12.875,13.213513790573316,12.875,0.10163410828445793,0.10163410828445793,0.08149959250203749,0.11760117900233581,0.10024495992961041,4.294311662204564,1.5061701919184998,0.009657996700005651,0.003542633115659333,0.03848421286364491,0.01024092246323716,0.004286220199061031,0.004224994961856823,0.004992590905697229,1.9892106790447747e-07,6.675105614275116e-08,2.294037122407341e-09
1243661,33690170,16.08141255378723,16.08141255378723,0.2691976370390229,4.154197637039022,3.8849999999999993,4.834197637039023,4.565,6.184197637039023,5.915,7.684197637039023,7.415,13.474197637039023,13.205,13.474197637039023,13.205,0.24497715971246575,0.24497715971246575,0.10952902519167579,0.09368400356667017,0.14939672949027058,11.749031993327662,4.123211314377841,0.026722620662804314,0.009853249884575645,0.10506042231779106,0.02819017111291429,0.011692355427032869,0.011658499184205865,0.014204959380594271,5.999281855424363e-07,1.8967130255910325e-07,6.418355652364225e-09
28712,33722514,0.0,0.0,13.797615896896387,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29125,33722525,0.0,0.0,13.797615896896387,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245231,33722565,0.0,0.0,13.797615896896387,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246321,33722586,0.0,0.0,13.797615896896387,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256568,33722753,0.0,0.0,13.797615896896387,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6439921,33723257,0.0,0.0,13.797615896896387,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534492,34007063,15.16501498222351,15.16501498222351,0.3390474783525426,6.644047478352542,6.305,9.084047478352542,8.745,9.484047478352544,9.145000000000001,9.674047478352541,9.334999999999999,11.714047478352544,11.375000000000002,11.714047478352544,11.375000000000002,0.17124930095788835,0.17124930095788835,0.057175528873642086,0.22631561280081586,0.15158014754411542,10.998726321849972,3.929179664235562,0.0303709129474364,0.011416263646421522,0.11709950332667189,0.031563186755890066,0.013226228759618174,0.013435588312003578,0.017677603568012526,7.042918622958275e-07,2.1446374369649772e-07,7.532992755712382e-09
537548,34016308,13.246108770370483,13.246108770370483,0.27839512201633465,4.533395122016334,4.255,6.053395122016335,5.775,7.833395122016334,7.555,9.583395122016334,9.305,13.573395122016336,13.295000000000002,13.573395122016336,13.295000000000002,0.2808375187485802,0.2808375187485802,0.08658008658008658,0.08716113753876124,0.15152624762247602,9.617894699797034,3.426635490905028,0.025766150427955273,0.009871835508531025,0.09873832828025371,0.026636876926823053,0.01112363242987506,0.011529283870858366,0.015825298557795315,6.540947496620145e-07,1.8601270817942946e-07,6.682874409984573e-09
