population,subhalo_id,track_id,is_central,DoR,stellar_mass_msun,r50_kpc,dcont_0p3cMpc,dcont_1cMpc,dcont_3cMpc,dev_0p3cMpc,dev_1cMpc,dev_3cMpc
central,83271,83271,True,0.684790105962043,29321187328.0,2.4566650390625,1035.1978447354877,26.977341807858167,0.853186733622254,-0.2549035945628618,-0.40840814013828064,-0.4732114790829217
central,16180,16180,True,0.612667007865855,22020173824.0,5.88226318359375,1000.445258902882,49.620456063853254,4.816195168351583,-0.2605430446874449,-0.37153125051119296,-0.4050993837731919
central,3198019,3198019,True,0.6124418973164785,43884175360.0,1.6880035400390625,2877.0016621330124,77.89233445232064,4.829863446959448,0.0439737556726097,-0.32548727762411883,-0.40486446751939337
central,15531,15531,True,0.66689122433132,80115949568.0,4.14276123046875,2926.327979239049,84.78305854521497,16.01128872929166,0.051978147244757744,-0.3142649488864939,-0.21268967983669934
central,103252,103252,True,0.6399017231499968,21551659008.0,1.62506103515625,760.6261362389723,19.563905678452254,-0.13333982562473165,-0.2994595151825837,-0.4204817649414229,-0.49016687853152263
central,440402,440402,True,0.6630611435285877,28032774144.0,3.322601318359375,1081.3766453865776,113.64167819964743,6.736688340107668,-0.2474099638920601,-0.26726540104360635,-0.3720919309477048
central,191081,191081,True,0.6289114088051336,37910618112.0,5.7220458984375,1928.332168940714,51.091968561399284,20.262148838914513,-0.10997088365123478,-0.3691347248679715,-0.13963028728086813
central,7997,7997,True,0.7331995762812181,28579373056.0,2.7313232421875,1008.982455118356,26.26952628819561,7.10409182198016,-0.25915767749512003,-0.409560898301307,-0.3657773794178303
central,1205136,1205136,True,0.6632527310407051,27876601856.0,3.7078857421875,984.1468304679594,38.321017682311094,16.01055551655029,-0.2631878600893997,-0.3899336724277756,-0.2127022815399117
central,273895,273895,True,0.6836118974326965,14074950656.0,2.44140625,496.4025564298437,12.42986902360578,2.979220487626459,-0.34233620088446726,-0.4321003558888549,-0.4366714070468834
central,1447,1447,True,0.6301166461410381,77851459584.0,6.04248046875,2975.826631262019,81.88892701699531,2.1639562416196205,0.060010504337901865,-0.3189783715953059,-0.45068332676423967
central,304,304,True,0.6521650115556714,93390520320.0,5.7830810546875,3459.647307239108,99.36079833568938,4.737031515262244,0.13852214616384384,-0.29052343987019785,-0.40645996686886116
central,129078,129078,True,0.6375284806671631,32874088448.0,2.552032470703125,1160.7558053296234,30.36740674389984,0.7440134729611705,-0.2345287695088178,-0.4028870334096879,-0.47508783631452817
central,3843,3843,True,0.6912472697372388,29594488832.0,2.910614013671875,1044.8561995026337,27.23811738657111,2.233806612363942,-0.2533362921970118,-0.4079834374174042,-0.4494828107451809
central,109773,109773,True,0.6681797863413991,18467272704.0,2.689361572265625,651.6252828702402,20.334586067677332,3.303549841317147,-0.3171475479255522,-0.4192266241807526,-0.43109716913794194
central,39462,39462,True,0.6747854291495544,50833805312.0,5.56182861328125,2726.090692166736,80.50822518666324,7.454032906806374,0.019484789801794307,-0.3212270017276028,-0.35976295353026555
central,2342292,2342292,True,0.636423827633617,25729245184.0,4.8828125,951.9381410581354,25.73168050430598,0.032317312309840376,-0.2684145013062518,-0.4104368413975019,-0.48731973476345564
central,3471263,3471263,True,0.6077150067294418,24323702784.0,1.8634796142578125,1284.9340009570244,49.981350105163806,2.00787135658395,-0.21437784479275226,-0.3709434934748586,-0.45336595253732453
central,1254911,1254911,True,0.6764094725843792,14348251136.0,1.86920166015625,506.0608750092806,12.690643625250578,27.009464929168452,-0.3407689043909509,-0.4316756547592452,-0.023664388092556554
central,127454,127454,True,0.6275766955159647,28852674560.0,1.9073486328125,1018.6408098855019,33.4687573262544,1.800562760486729,-0.2575903751292701,-0.39783613087802255,-0.45692895854360993
central,40638,40638,True,0.6469504784134035,130715492352.0,6.3934326171875,4861.782647140323,175.40906281162603,7.6115837423611,0.3660526198781017,-0.16667018259715366,-0.35705513251394116
central,126915,126915,True,0.6322243090380213,55753203712.0,4.0740966796875,1969.2936609359188,58.89423701855585,1.3058334376131755,-0.10332388787808185,-0.3564278423480773,-0.46543185510491464
central,42536,42536,True,0.6195340219782417,13762608128.0,1.811981201171875,485.36450907138055,29.529204411948953,0.2217752647401485,-0.34412739184362845,-0.4042521413418857,-0.4840635271813487
central,110495,110495,True,0.6881217156872337,24245616640.0,4.35638427734375,1081.7646952365446,28.234646771386707,4.808822067404447,-0.24734699339008703,-0.4063604758530839,-0.40522610501608375
central,645160,645160,True,0.6361371555496546,47085690880.0,3.18145751953125,1662.9875753307492,43.92766453393023,2.910405288913887,-0.15302948103730885,-0.38080260967785035,-0.43785413159836145
central,271684,271684,True,0.6642799875957334,19521429504.0,1.735687255859375,688.878719845835,35.19172759218126,23.402477116630184,-0.3111022740341328,-0.39503007762894193,-0.08565756870647066
central,243904,243904,True,0.6090002615393302,27603302400.0,4.84466552734375,974.4885480762314,26.405735083139014,0.5117399173417756,-0.26475515071058237,-0.4093390667705123,-0.4790799142570417
central,3859,3859,True,0.6047750707089494,42947145728.0,3.696441650390625,1889.4401977386306,53.4040093016072,17.278337418916216,-0.11628204947058768,-0.3653693032821398,-0.1909129557819421
central,44663,44663,True,0.620560470015476,30141087744.0,6.23321533203125,1359.7857980560434,35.74121654751317,9.280573001883972,-0.20223132486158557,-0.3941351723024048,-0.3283702691360762
central,133204,133204,True,0.6104780507118654,39667544064.0,2.239227294921875,1400.8335344085965,86.07179237111939,2.4201168832328817,-0.19557033384922554,-0.312166099120544,-0.4462807022622921
central,1052627,1052627,True,0.6304637685133673,41775861760.0,5.0048828125,1603.8304690244336,48.16990118940987,18.41849118851612,-0.16262915664522057,-0.3738936442790343,-0.17131717053400067
central,145106,145106,True,0.6462121186005444,76289744896.0,4.93621826171875,3191.241256069537,278.71404970843054,12.570561525445827,0.09496675301992058,0.0015737504878267999,-0.2718253448505271
central,55787,55787,True,0.6191937396743034,16866515968.0,3.086090087890625,595.0552449234804,19.165759448642067,3.8175094846168074,-0.32632740893167067,-0.42113019140812524,-0.4222637616934856
central,150956,150956,True,0.6112348731793519,53879148544.0,3.11279296875,1903.06537678514,56.98732756830221,4.573013004285165,-0.11407103363304928,-0.359533461501469,-0.4092789476094343
central,328522,328522,True,0.6718535456827563,81677664256.0,3.871917724609375,3170.200125305034,84.62240338323593,31.360012969430382,0.09155231911037492,-0.314526594109379,0.05110833764051842
central,1419622,1419622,True,0.6748904435518694,40916918272.0,2.513885498046875,1444.9858685932847,38.04161845201869,2.47681644603689,-0.18840554652324593,-0.3903887058856692,-0.4453062087457295
central,152636,152636,True,0.6437833297143299,48803573760.0,2.796173095703125,1723.6967996145875,45.56681358959387,1.0265187395471405,-0.14317793663425568,-0.3781330688132562,-0.4702324276117409
central,143084,143084,True,0.6410511278191807,48803573760.0,5.63812255859375,2374.252471222434,73.40911261120208,20.736914689687346,-0.03760949689372458,-0.3327887148354293,-0.13147050225637505
central,702000,702000,True,0.6161241624593478,93078175744.0,5.27191162109375,3801.180345259617,153.10821638055816,9.213137274113002,0.1939441669335014,-0.20298965010199943,-0.32952928476596116
central,59531,59531,True,0.7344147424352562,36778373120.0,1.8405914306640625,1478.0999744809653,38.93569931098607,52.94011026473928,-0.18303197951809583,-0.3889325934101027,0.4220047583723893
central,1423833,1423833,True,0.6698063463058056,23777101824.0,3.0059814453125,839.2723050903675,21.687352237439924,52.738363203832385,-0.2866972663858091,-0.41702349045234394,0.4185373382880596
central,53300,53300,True,0.6259020252382109,17471680512.0,2.071380615234375,616.4414933447481,15.670920320308197,0.5829268042171767,-0.3228569713100038,-0.42682193483806763,-0.4778564275793023
central,1295671,1295671,True,0.6321841526992807,30336303104.0,2.079010009765625,1466.372098920698,51.2479670166156,2.533213959081245,-0.18493511183774589,-0.36888066362224486,-0.44433690654842767
central,49780,49780,True,0.6319006491999953,42322460672.0,5.66864013671875,1494.6571178940778,48.444644690007685,2.0744445864998764,-0.18034518133468666,-0.37344619320703243,-0.45222176062963815
central,50269,50269,True,0.7151884979919824,18662488064.0,1.834869384765625,658.5241077039159,16.807150908005728,1.1859670233389448,-0.31602804623565933,-0.42497145395899205,-0.46749199521512347
central,52429,52429,True,0.6169129369290133,45914402816.0,4.8370361328125,1758.0182903174336,46.493493838570714,2.4657782901153005,-0.1376084421525402,-0.3766238645194134,-0.44549592116763265
central,156087,156087,True,0.6091140452882459,21551659008.0,1.8405914306640625,834.5293946814608,21.55929365639944,-0.16447060531853921,-0.28746691865931845,-0.4172320484318445,-0.49070192221575737
central,3913617,3913617,True,0.6349442877756575,43181404160.0,3.25775146484375,1525.0118024114151,40.20231866510821,0.88957788082213,-0.17541939738849271,-0.38686975957932224,-0.4725860256357913
central,708413,708413,True,0.6669746959515012,21005058048.0,2.38800048828125,741.3094990800985,20.637269869918292,0.18840233983461455,-0.30259410816961635,-0.4187336691463456,-0.48463710654141523
central,53398,53398,True,0.6135585099956606,69496291328.0,5.82122802734375,2885.711365157037,76.94120685924,3.7231685661676814,0.0453871162795155,-0.3270362972013188,-0.4238851959485083
central,1411684,1411684,True,0.6485807540199461,53488717824.0,4.55474853515625,3475.1265183188866,234.46975835753332,10.173448692533356,0.14103402367629075,-0.07048311546839925,-0.3130244440784504
central,2687587,2687587,True,0.6543468626512038,32991217664.0,2.0751953125,1249.3190077386457,32.758613208943444,0.8126995403578278,-0.22015724143707244,-0.3989926814274448,-0.47390733113871947
central,717639,717639,True,0.6098542589930279,32015144960.0,3.162384033203125,1130.4011208122865,129.24738393172493,4.457285873602481,-0.23945455345501168,-0.24184973245101143,-0.41126794598902494
central,154382,154382,True,0.6590025718223093,20068030464.0,1.7719268798828125,708.195357004709,32.863387889769704,3.4736910977835533,-0.3079676810471001,-0.3988220439304618,-0.4281729569725069
central,146543,146543,True,0.6374250543638406,30726731776.0,1.76239013671875,1132.6432705474763,45.757739910334536,18.083425332860426,-0.23909071026750459,-0.3778221235617657,-0.17707593634823887
central,429,429,True,0.679367329402015,16612737024.0,1.60980224609375,586.0868088274109,22.255467531288687,55.185448288623476,-0.3277827552561977,-0.4160982500128062,0.4605953089614662
central,6818,6818,True,0.6470608066618607,42790973440.0,2.47955322265625,3170.1138492834407,86.21731567878989,4.705900776279608,0.09153831873287593,-0.3119290978452573,-0.4069950098533943
central,1451575,1451575,True,0.6649807873984348,101355266048.0,3.086090087890625,4088.9461557667364,148.01846581160493,8.793820465579943,0.24064115068406092,-0.21127888840370523,-0.3367360689296003
central,1568419,1568419,True,0.6116856779612636,31234287616.0,1.689910888671875,1642.9810195007988,43.38748752652157,4.925713456200159,-0.15627603006566448,-0.38168234943697055,-0.4032170965706894
central,3055207,3055207,True,0.6136808702168888,18330621952.0,4.85992431640625,646.7961054866672,17.95734953972165,14.310133852779536,-0.3179311991084772,-0.4230982245298827,-0.24192737261327785
central,7317,7317,True,0.6192068633432238,22410602496.0,4.61578369140625,790.9808207563095,27.796919266894413,1.015911936592736,-0.29453373123638976,-0.4070733649321835,-0.4704147263844184
central,6334,6334,True,0.7161295565286975,18584401920.0,1.7452239990234375,655.7645777704456,16.732643599802028,10.74622022948983,-0.3164758469116165,-0.4250927975935282,-0.3031802385567066
central,769618,769618,True,0.6520426553405002,66529034240.0,2.15911865234375,2350.106765243114,99.77058767587509,11.20680074488417,-0.04152772344668128,-0.2898560512726075,-0.29526425642368187
central,813650,813650,True,0.6314186999791817,21551659008.0,2.651214599609375,760.6261362389723,19.563905678452254,0.5563664145533341,-0.2994595151825837,-0.4204817649414229,-0.478312920120775
central,1533565,1533565,True,0.6916868491770868,18721050624.0,2.178192138671875,660.5936827786006,16.863029435022217,0.6918413544235338,-0.31569220747335885,-0.4248804494156234,-0.4759845167957517
central,813496,813496,True,0.6301922653218894,73010151424.0,3.60870361328125,2875.4495079677804,110.9745645458494,3.30242880263726,0.043721881005134536,-0.27160909929650756,-0.4311164363927732
central,386766,386766,True,0.6696043343421879,13665001472.0,3.99017333984375,527.4471279540121,13.268072454758324,2.9846534524103503,-0.33729846603524233,-0.43073524616648196,-0.43657803086026425
central,61127,61127,True,0.6699223508183056,43493744640.0,1.3828277587890625,1536.0497773944603,40.50034398965043,0.8804369198236554,-0.17362821817399882,-0.3863843914062446,-0.4727431310311002
central,750387,750387,True,0.6231832383440952,28540329984.0,2.044677734375,1007.6026901516208,26.232272634093764,13.271090285773063,-0.2593815778330986,-0.40962157011857503,-0.2597853801427875
central,168374,168374,True,0.6483397759946641,49037832192.0,2.025604248046875,1731.9753894149985,52.84055144732228,4.2844711076485025,-0.1418345346063842,-0.366286958551069,-0.4142381076738788
central,794862,794862,True,0.6183361170396101,20419416064.0,2.3345947265625,720.6131693299072,18.483555571907498,0.2419542007216684,-0.3059525897499603,-0.4222412380945964,-0.4837167124739215
central,10223610,10223610,True,0.6176055146725293,14523943936.0,1.873016357421875,512.2697811718799,17.012044051429612,3.1597963500959767,-0.339761358742381,-0.4246377621465512,-0.4335678556520955
central,6301,6301,True,0.6267726950901156,82927034368.0,3.326416015625,3436.493266618457,94.78095263831506,2.8219713105517834,0.13476484137243394,-0.29798224003265555,-0.4393740434688567
central,372258,372258,True,0.6469758089981922,50131034112.0,2.75421142578125,1770.6086637327462,47.909127320566185,4.900662351836837,-0.1355653486323189,-0.37431834421519394,-0.40364764907546224
central,361487,361487,True,0.6423251547812795,17374072832.0,2.0599365234375,612.9920809279101,15.577786185053574,1.0986111333696704,-0.32341672215495026,-0.4269736143812378,-0.4689933780159552
central,767647,767647,True,0.6636620526642281,12064243712.0,3.276824951171875,425.34505870778287,10.511316585110137,1.4285456578424705,-0.3538670036946934,-0.4352249369742262,-0.46332280422158056
central,7274,7274,True,0.6222500583236344,43571830784.0,7.3699951171875,1946.7863489557153,65.14117433270702,7.498616236604622,-0.10697624525839798,-0.346253993678816,-0.3589967013109082
satellite,9394,9394,False,0.6300940129498068,3635866368.0,1.3332366943359375,21178.66520779631,919.3453555000559,38.565924959697654,3.0138626514172357,1.0449147718793494,0.17495610944273293
