matched_index,host_halo_index,track_id,DoR,is_central_flag,gal_stellar_mass,gal_r50_kpc,host_mass,host_radius_kpc,gal_center_x,gal_center_y,gal_center_z,host_center_x,host_center_y,host_center_z,dist_to_host_kpc,dist_over_hostR,dist_over_galR50,bh_mass,v_gal_x,v_gal_y,v_gal_z,v_host_x,v_host_y,v_host_z,v_rel,sigma_host,v_rel_over_sigma
3927,2857986,13769,0.6254047189121353,True,21278359552.0,2.712249755859375,3223378460672.0,577.1484375,7181.18310546875,45353.02734375,147984.90625,7172.91650390625,45350.76171875,147994.375,12.77211746721163,0.022129692532021506,4.7090491720460275,0.0,100.25833129882812,-259.3416748046875,112.25833129882812,100.25833129882812,-259.3416748046875,112.25833129882812,0.0,90.17138671875,0.0
4816,3607410,7765873,0.6141653144751581,False,12415629312.0,2.25830078125,67246172930048.0,2046.875,9221.869140625,189572.046875,22895.728515625,8814.6728515625,189562.515625,22597.396484375,504.8778698087138,0.2466578905935701,223.56537889043153,0.0,64.7054443359375,325.60546875,-524.39453125,143.60546875,21.2054443359375,-91.89453125,534.7343627595121,192.6754150390625,2.775311851027291
5124,3821235,8002,0.6010852373195695,True,18076844032.0,2.101898193359375,1821583736832.0,926.7578125,12075.177734375,15118.6787109375,3572.386474609375,12105.861328125,15123.4951171875,3328.18896484375,246.16479128890995,0.2656193322232284,117.11546832602542,0.0,493.68316650390625,-39.51678466796875,114.48321533203125,493.68316650390625,-39.51678466796875,114.48321533203125,0.0,57.13520050048828,0.0
5925,4449184,1874277,0.6267316195050473,False,19794731008.0,1.911163330078125,39939907518464.0,1789.0625,10392.9072265625,112732.53125,171324.140625,10357.8720703125,112571.09375,171047.328125,322.3580132957174,0.18018264498625253,168.67109588301903,0.0,396.044677734375,-57.1552734375,-138.6552734375,480.044677734375,101.4447021484375,-237.45526123046875,204.86920179409776,165.9424591064453,1.2345797627518738
5991,4539183,17066,0.6137409075294514,True,78710407168.0,4.1351318359375,7186385207296.0,910.15625,10211.400390625,132619.46875,115365.578125,10246.6435546875,132610.765625,115351.46875,38.947393504476544,0.04279198599633474,9.418658231399906,0.0,310.319091796875,324.01910400390625,311.91912841796875,310.319091796875,324.01910400390625,311.91912841796875,0.0,109.28755950927734,0.0
6063,4609657,172779,0.603381470384433,True,11869029376.0,2.99835205078125,1168162422784.0,463.37890625,10810.0791015625,144796.875,143052.484375,10808.94921875,144799.203125,143065.609375,13.377683887190933,0.02886985943199898,4.461678835780891,0.0,480.4085693359375,248.30859375,-101.5914306640625,480.4085693359375,248.30859375,-101.5914306640625,0.0,50.86193084716797,0.0
6283,4778400,117,0.6275227129805966,False,3987251968.0,0.904083251953125,228684963250176.0,3527.34375,9916.474609375,167885.546875,187246.390625,9966.7412109375,167953.078125,187212.265625,90.83895961648629,0.025752794752846614,100.47632164432144,0.0,503.48486328125,-465.5152587890625,97.48486328125,692.48486328125,239.98486328125,-774.5152587890625,1137.468960074017,329.6644287109375,3.4503842726428755
6284,4778400,137,0.7246507183723369,False,10522050560.0,4.43267822265625,228684963250176.0,3527.34375,9920.4111328125,167745.734375,186834.96875,9966.7412109375,167953.078125,187212.265625,433.0021231909801,0.12275586216709956,97.68408655918786,0.0,489.48486328125,326.384765625,-951.5152587890625,692.48486328125,239.98486328125,-774.5152587890625,282.847915185899,329.6644287109375,0.8579873670080158
6285,4778400,552,0.6904961368601793,False,33342603264.0,2.178192138671875,228684963250176.0,3527.34375,9803.375,167611.890625,187478.96875,9966.7412109375,167953.078125,187212.265625,462.84769192153414,0.13121706437642608,212.49167311922704,0.0,969.384765625,788.98486328125,-679.415283203125,692.48486328125,239.98486328125,-774.5152587890625,622.1885255084862,329.6644287109375,1.887338976611411
6286,4778400,553,0.7124777848063014,False,44430774272.0,3.856658935546875,228684963250176.0,3527.34375,9908.576171875,167886.640625,187275.34375,9966.7412109375,167953.078125,187212.265625,108.51710938330312,0.03076454042317342,28.13759557089675,0.0,701.78466796875,1577.78466796875,194.684814453125,692.48486328125,239.98486328125,-774.5152587890625,1652.011981119326,329.6644287109375,5.011192707624134
6288,4778400,2202,0.6428003357760255,False,17803544576.0,2.323150634765625,228684963250176.0,3527.34375,9780.99609375,167805.8125,187158.515625,9966.7412109375,167953.078125,187212.265625,243.05858422536477,0.06890697404395724,104.62454762425948,0.0,1023.384765625,351.98486328125,-829.115234375,692.48486328125,239.98486328125,-774.5152587890625,353.5815361484367,329.6644287109375,1.0725498578388348
6292,4778400,21185,0.6744277369607915,False,8345411072.0,2.13623046875,228684963250176.0,3527.34375,9887.8876953125,167752.03125,187099.234375,9966.7412109375,167953.078125,187212.265625,243.74943353831665,0.06910282944164901,114.10259197405085,0.0,579.184814453125,474.78466796875,-709.915283203125,692.48486328125,239.98486328125,-774.5152587890625,268.5907783067903,329.6644287109375,0.8147399443641554
6295,4778400,71883,0.6492821745148009,False,28345116672.0,2.81524658203125,228684963250176.0,3527.34375,9836.259765625,167774.40625,187386.125,9966.7412109375,167953.078125,187212.265625,281.3825310182656,0.07977179173939755,99.94951519139866,0.0,1268.084716796875,20.184814453125,-148.71533203125,692.48486328125,239.98486328125,-774.5152587890625,878.2099983273582,329.6644287109375,2.6639513451947425
6296,4778400,72033,0.6611736134081211,False,41697775616.0,1.6078948974609375,228684963250176.0,3527.34375,10040.1953125,167953.28125,187012.78125,9966.7412109375,167953.078125,187212.265625,212.57836711495437,0.060265849370352516,132.20911855037392,0.0,572.684814453125,-636.915283203125,-453.5152587890625,692.48486328125,239.98486328125,-774.5152587890625,941.4599930977097,329.6644287109375,2.855813096908973
6298,4778400,74170,0.6329071544436423,False,41307344896.0,2.87628173828125,228684963250176.0,3527.34375,9845.13671875,167851.9375,187104.84375,9966.7412109375,167953.078125,187212.265625,191.19764060805247,0.05420442524436482,66.47389164397521,0.0,536.084716796875,-512.7152099609375,-1343.615234375,692.48486328125,239.98486328125,-774.5152587890625,956.5004904813395,329.6644287109375,2.901436755616834
6299,4778400,74285,0.6951509463023098,False,4158064640.0,0.75531005859375,228684963250176.0,3527.34375,9891.189453125,167817.9375,187292.015625,9966.7412109375,167953.078125,187212.265625,174.1583162928181,0.04937378623583769,230.57857407204298,0.0,1355.584716796875,-307.71533203125,-578.615234375,692.48486328125,239.98486328125,-774.5152587890625,882.0735452575507,329.6644287109375,2.675670980659508
6300,4778400,100031,0.6839624251195557,False,21356443648.0,2.201080322265625,228684963250176.0,3527.34375,9761.119140625,167779.8125,187019.65625,9966.7412109375,167953.078125,187212.265625,330.7563815622156,0.09376925102981971,150.27001887044273,0.0,533.48486328125,34.48486328125,-815.0152587890625,692.48486328125,239.98486328125,-774.5152587890625,262.96672793340224,329.6644287109375,0.7976800195327766
6307,4778400,222292,0.751421832197312,False,1298175104.0,0.499725341796875,228684963250176.0,3527.34375,9904.0810546875,167927.28125,187236.03125,9966.7412109375,167953.078125,187212.265625,71.8093230206264,0.020357903314817672,143.69758148029837,0.0,674.884765625,-21.815185546875,-1892.315185546875,692.48486328125,239.98486328125,-774.5152587890625,1148.183654849558,329.6644287109375,3.4828860952308864
6320,4778400,389228,0.6204523621508219,False,25846372352.0,3.787994384765625,228684963250176.0,3527.34375,9910.5908203125,167455.203125,187078.484375,9966.7412109375,167953.078125,187212.265625,518.5844240274698,0.14701839706648093,136.90211002241395,0.0,614.98486328125,450.584716796875,-665.915283203125,692.48486328125,239.98486328125,-774.5152587890625,249.30403726788887,329.6644287109375,0.7562357826797512
6323,4778400,798108,0.638630359266431,False,14231122944.0,1.7147064208984375,228684963250176.0,3527.34375,10080.2705078125,167729.578125,187163.328125,9966.7412109375,167953.078125,187212.265625,255.41344944067038,0.07240957149148573,148.9546235599001,0.0,483.184814453125,1229.48486328125,-833.915283203125,692.48486328125,239.98486328125,-774.5152587890625,1013.13628073416,329.6644287109375,3.0732350611673573
