#"log(Sigma_SFR)(log(Sigma_HI))  created by Plot Digitizer  2.6.5"
#"Date: 5/9/24  3:14:49 pm"
#log(Sigma_HI) log(Sigma_SFR)
0.231974 -4.50424 -5.05397 -3.94766 
0.312290 -4.37649 -4.89910 -3.87423 
0.392663 -4.16730 -4.71024 -3.59714 
0.472931 -4.10742 -4.61640 -3.59835 
0.551755 -4.02716 -4.51589 -3.53845 
0.632133 -3.81118 -4.27269 -3.32923 
0.712472 -3.64949 -4.09071 -3.17435 
0.791358 -3.48099 -3.93575 -3.05337 
0.867369 -3.25137 -3.65870 -2.81030 
