#"log(Sigma_SFR)(log(Sigma_HI))  created by Plot Digitizer  2.6.5"
#"Date: 5/9/24  3:31:02 pm"
#log(Sigma_HI) log(Sigma_SFR)
0.232739 -4.39796 -4.83333 -3.98299 
0.310049 -4.30272 -4.69048 -3.92177 
0.391734 -4.02381 -4.53401 -3.53401 
0.471961 -3.98299 -4.46599 -3.50680 
0.550729 -3.84014 -4.30272 -3.41837 
0.630956 -3.66327 -4.07823 -3.24830 
0.709724 -3.50000 -3.98299 -3.06463 
0.789951 -3.27551 -3.76531 -2.79932 
0.871637 -3.09864 -3.51361 -2.71769 
