bin_lo,bin_hi,bin_center,count,DoR_median,DoR_p16,DoR_p84,compactness_median,compactness_p16,compactness_p84,MgFe_median,MgFe_p16,MgFe_p84,lum_age_gyr_median,lum_age_gyr_p16,lum_age_gyr_p84,log_ssfr_median,log_ssfr_p16,log_ssfr_p84,exsitu_frac_median,exsitu_frac_p16,exsitu_frac_p84,BH_log10_ratio_median,BH_log10_ratio_p16,BH_log10_ratio_p84,n_extreme,n_extreme_central,n_extreme_satellite,frac_extreme
9.0,9.2,9.1,19753,0.1057382474623403,0.07159605832348176,0.18883713490280465,8.348278999328613,8.094575881958008,8.610719680786133,0.11113881319761276,0.07828592509031296,0.15359845757484436,3.6690008640289307,2.254401445388794,6.890108108520508,-10.10317611694336,-12.0,-9.720656394958496,0.050503394771550005,0.018944948502903725,0.1177705815215989,-3.823627471923828,-4.17365837097168,-3.5102508068084717,26,0,26,0.001316255758618944
9.2,9.399999999999999,9.299999999999999,17907,0.1002994221173614,0.0673996534823769,0.18075465953924466,8.558028221130371,8.300009727478027,8.83353042602539,0.10424184054136276,0.07462651282548904,0.14266307651996613,3.5980844497680664,2.2245419025421143,6.628835678100586,-10.08150577545166,-12.0,-9.722518920898438,0.04091502144882855,0.0144997793989758,0.10256724097341238,-3.8686163425445557,-4.229990482330322,-3.5602824687957764,20,0,20,0.0011168816663874462
9.399999999999999,9.599999999999998,9.499999999999998,16213,0.0986212427704964,0.06471626990323395,0.17860591888100136,8.777120590209961,8.506599426269531,9.051756858825684,0.09743160754442215,0.071085125207901,0.1314866542816162,3.545830249786377,2.2133445739746094,6.763204574584961,-10.06633472442627,-12.0,-9.71894359588623,0.03260992676958308,0.010708668960936325,0.09175183417886157,-3.877519130706787,-4.255024433135986,-3.5640270709991455,29,0,29,0.001788688089804478
9.599999999999998,9.799999999999997,9.699999999999998,15266,0.0973724283694157,0.06278583038975666,0.1782326869564339,8.982322692871094,8.702086448669434,9.26952075958252,0.09272006899118423,0.06934050470590591,0.1221671849489212,3.4823784828186035,2.1909499168395996,6.897572994232178,-10.051717758178711,-12.0,-9.710116386413574,0.02892537432438462,0.009938851567259353,0.09033694758191066,-3.8358399868011475,-4.187976360321045,-3.483999252319336,31,0,31,0.0020306563605397617
9.799999999999997,9.999999999999996,9.899999999999997,14290,0.09803037472599574,0.06264178720283,0.18545332783258797,9.176582336425781,8.894144058227539,9.467801094055176,0.09071984887123108,0.07012058794498444,0.11762478202581406,3.4749135971069336,2.1984145641326904,7.158844470977783,-10.05293083190918,-12.0,-9.721321105957031,0.028481503877402302,0.010233545493152422,0.09650133325164313,-3.75954270362854,-4.040326118469238,-3.34124755859375,30,0,30,0.002099370188943317
9.999999999999996,10.199999999999996,10.099999999999996,13698,0.1054466863530613,0.06723024941942775,0.20700329907019116,9.363717079162598,9.089775085449219,9.639521598815918,0.09147118777036667,0.07272463291883469,0.1167091354727745,3.8052356243133545,2.3999671936035156,7.584343910217285,-10.15012264251709,-12.0,-9.78245735168457,0.03411769086832765,0.012082779142753904,0.11688686474713193,-3.599968433380127,-3.9146993160247803,-3.1923091411590576,67,9,58,0.004891224996349832
10.199999999999996,10.399999999999995,10.299999999999995,12105,0.1247916532966235,0.07712686081467626,0.25524898870842144,9.538164138793945,9.286160469055176,9.763154983520508,0.09422805160284042,0.07609126716852188,0.1273677498102188,4.575987339019775,2.814269542694092,8.31590461730957,-10.363692283630371,-12.0,-9.893566131591797,0.05900430570834804,0.018345711801268767,0.17889843214275492,-3.3776025772094727,-3.7784907817840576,-3.0455172061920166,100,29,71,0.008261049153242462
10.399999999999995,10.599999999999994,10.499999999999995,9162,0.15899982394829715,0.09641801526862696,0.3088007005435301,9.64657211303711,9.443440437316895,9.865402221679688,0.09818677604198456,0.07913974672555923,0.15046250820159912,5.725582122802734,3.5831546783447266,8.853378295898438,-10.655326843261719,-12.0,-10.084124565124512,0.12768530973264847,0.03970718844356055,0.2939479970648591,-3.1630501747131348,-3.597407817840576,-2.861093759536743,90,26,64,0.009823182711198428
10.599999999999994,10.799999999999994,10.699999999999994,5811,0.2096505025843046,0.12678601164026737,0.3515959640596365,9.72441291809082,9.535453796386719,9.934969902038574,0.11116548627614975,0.08496829867362976,0.1737857460975647,6.912502288818359,4.687960624694824,9.18183422088623,-10.974405288696289,-12.0,-10.30151653289795,0.26624173652098887,0.11127268194052331,0.4481894871607117,-2.9516546726226807,-3.273780584335327,-2.671025276184082,56,20,36,0.009636895542935812
10.799999999999994,10.999999999999993,10.899999999999993,2995,0.2663345924889018,0.17610550033336098,0.3936569078825546,9.813430786132812,9.628732681274414,10.003047943115234,0.14035746455192566,0.09905488044023514,0.1953807920217514,7.912799835205078,5.979389667510986,9.629727363586426,-11.48270034790039,-12.0,-10.509307861328125,0.4551474726055894,0.2779989820547874,0.6013165149285676,-2.757550001144409,-2.9765305519104004,-2.485548973083496,29,12,17,0.009682804674457429
