track_id,logM,logR,compactness,MgFe,lum_age_gyr,log_ssfr,DoR
6875,10.787441,0.50106114,10.03585,0.31391844,11.585533,,0.2948159623885058
28590,11.163484,0.8328549,9.914202,0.21668196,10.421008,,0.336552247849714
64897,10.206966,0.34638306,9.687392,0.17413375,7.031941,-12.48047695000669,0.3256116155092677
150911,10.612732,0.54994303,9.787817,0.09180669,4.7252855,-10.254206079208316,0.1196147991764178
65964,10.066486,0.22441897,9.729858,0.30184725,12.003568,,0.245563353248031
100792,11.031821,0.83624977,9.777447,0.19812891,9.614798,-12.26527241149021,0.2916948972742798
52485,11.155023,0.8807494,9.833899,0.31665733,10.361289,-11.235284351798168,0.1673974722297576
12641,10.026112,0.30079138,9.574924,0.087768994,4.6357064,-10.262419264702494,0.2052921633129873
53093,10.253355,0.5797194,9.383776,0.095921434,3.8369615,-10.194888929815393,0.2047680934180347
104334,9.863384,0.5174709,9.087178,0.107573666,2.6649714,-10.801778656567535,0.2663166689012838
297004,10.227529,0.51696736,9.452078,0.12843224,7.8530807,-10.929639955934512,0.1394247449931549
37566,9.087692,0.46284476,8.393425,0.11717779,5.0089517,,0.1249356129531845
87405,9.731421,0.551807,8.903711,0.0901139,2.142428,-9.857365745532814,0.1129784251831383
2333,10.600569,0.45419893,9.9192705,0.09857742,9.928324,,0.2141001098273039
2495,10.871209,0.50418556,10.114931,0.2907859,11.406376,-12.355329358236867,0.3781416685322805
339209,9.400259,0.87943935,8.0811,0.14548576,3.1389925,,0.3748080042343062
131223,10.497338,0.56912637,9.643649,0.08782668,3.265896,-10.075629628926729,0.0931016954499287
236847,9.753658,0.5471321,8.9329605,0.09041459,7.4649057,,0.4166769372638963
630395,10.45008,0.62521523,9.512257,0.08874514,4.5162683,-10.261136099557476,0.2687834442947988
79099,10.726993,0.56100845,9.88548,0.17855677,10.540446,-11.76881265849301,0.24276642258952
45680,10.30838,0.4707618,9.602238,0.09505696,6.404889,,0.2006247011491157
285835,9.797693,0.44418764,9.131412,0.108659245,2.862791,-9.77036915113287,0.2135524464365236
89688,10.810602,0.51595855,10.036664,0.09915044,5.516565,-10.98677409861033,0.1907068717096214
42088,10.557215,0.33580843,10.053502,0.2119562,9.495359,,0.2599773425291012
17327,10.131872,0.561918,9.288995,0.09617191,1.8419654,-9.708486394949599,0.3302761054972684
17386,9.472356,0.3537818,8.941683,0.11159294,3.0195544,-9.871347867999356,0.3955337989574026
117417,11.279962,0.88809955,9.947812,0.1527954,8.151677,-11.729759346742652,0.1401295983721292
127899,10.539955,0.39703783,9.944399,0.09252093,5.8002315,-10.439480047949923,0.3203473842809151
7182,11.124042,0.7936477,9.93357,0.1278542,7.2558885,-10.847622144242983,0.2422682162992702
45928,10.530562,0.33657235,10.025703,0.1591847,8.390553,-12.152127196782317,0.2156133021115729
811822,11.222173,0.7300628,10.127079,0.11061367,7.7485723,,0.3316981439935129
415381,10.524016,0.4055859,9.915638,0.08780987,7.972519,-11.182961271866581,0.6225899661121357
88505,9.795662,0.5385883,8.98778,0.10368373,2.605252,-9.595382667572983,0.1641953771158005
204053,10.077972,0.56327873,9.233054,0.099769376,2.7396204,-9.751183770655214,0.1388202811410723
891798,10.10609,0.3327392,9.606981,0.1511237,8.106887,-11.21683275244523,0.1974997720364781
1670616,9.420846,0.45883143,8.732599,0.09528973,2.5119407,-9.719191820604651,0.1334464408934711
2893,10.093969,0.51797384,9.317009,0.113930516,1.8923535,-9.719233402371636,0.2747724766184583
