halo_idx,track_id,logM,logR,compactness,DoR_matched,DoR_matched_flag
16608,16608,10.194145,0.57401365,9.333125,,0
866339,866339,10.461361,0.6084017,9.5487585,,0
2490535,2490535,9.095842,0.6164894,8.171108,,0
4582957,4582957,10.05989,0.4785371,9.342084,,0
16670,16670,10.044861,0.5866406,9.1649,,0
178140,178140,10.24039,0.552736,9.411285,,0
263832,263832,10.75945,0.62206244,9.826356,,0
782442,782442,9.806386,0.1931834,9.516611,,0
2013298,2013298,10.414364,0.5993278,9.515372,,0
1093031,1093031,10.537503,0.27737933,10.121434,,0
1093354,1093354,9.568121,0.5904859,8.682392,,0
1500194,1500194,9.619401,0.46170187,8.926848,,0
2025584,2025584,10.637648,0.50418556,9.88137,,0
388084,388084,10.293542,0.44774744,9.621921,,0
5646750,5646750,10.235488,0.4807333,9.514388,,0
559604,559604,9.774099,0.6108439,8.857834,,0
43728,43728,9.655063,0.4271781,9.014296,,0
119498,119498,10.714086,0.44537747,10.04602,,0
1507556,1507556,9.083341,0.40493432,8.475939,,0
2029839,2029839,9.814259,0.67975765,8.794622,,0
2919338,2919338,9.660655,0.75054646,8.534836,,0
4407799,4407799,9.473782,0.53954595,8.664463,,0
8006639,8006639,9.613248,0.4302648,8.967851,,0
2040466,2040466,9.32943,0.438189,8.672146,,0
120536,120536,10.578315,0.4333297,9.92832,,0
3872082,3872082,9.720264,0.4599819,9.030292,,0
25730,25730,10.882466,0.7706696,9.726461,,0
26061,26061,9.954213,0.47632974,9.239718,,0
60684,60684,11.199211,0.79151094,10.011945,,0
145268,145268,10.3775835,0.43576613,9.723934,0.6404205273018974,1
181141,181141,10.69603,0.68183064,9.673284,,0
217922,217922,10.313353,0.4741111,9.602186,,0
318967,318967,9.771237,0.518978,8.99277,,0
390725,390725,9.726675,0.31385386,9.255895,,0
466076,466076,9.057203,0.65773636,8.070599,,0
564357,564357,10.608576,0.38011074,10.03841,,0
661482,661482,10.158568,0.21994935,9.828645,,0
796260,796260,10.569723,0.7312948,9.472781,,0
796419,796419,9.775523,0.6009918,8.874036,,0
925630,925630,10.2543,0.7312948,9.157358,,0
925898,925898,9.88985,0.30573598,9.431246,,0
926256,926256,10.026909,0.6671074,9.026248,,0
927862,927862,9.310666,0.4483379,8.638159,,0
1277938,1277938,9.934951,0.60430074,9.0285,,0
1288261,1288261,10.418265,0.5357026,9.614712,,0
1508367,1508367,9.218652,0.43210635,8.570492,,0
1744699,1744699,10.371139,0.46455345,9.674309,,0
1744748,1744748,9.150101,0.4735547,8.439769,,0
2704192,2704192,9.2269,0.5390674,8.418299,,0
4119668,4119668,9.529185,0.605124,8.621499,,0
8016937,8016937,9.155319,0.40623656,8.545964,,0
2053971,2053971,9.370597,0.3380962,8.863453,,0
44562,44562,10.63056,0.34861597,10.1076355,,0
78310,78310,9.801726,0.5591837,8.962951,,0
269924,269924,9.639303,0.38080063,9.068102,,0
1107382,1107382,9.70632,0.5541257,8.875132,,0
3143116,3143116,9.5888195,0.5792832,8.719894,,0
3378613,3378613,9.288335,0.509856,8.523551,,0
3873989,3873989,9.378204,0.36536366,8.830159,,0
7177939,7177939,9.445088,0.6540776,8.463972,,0
394302,394302,9.859301,0.5471321,9.038603,,0
2050181,2050181,9.211548,0.3448881,8.694216,,0
567588,567588,9.467326,0.4920845,8.729199,,0
800011,800011,9.074951,0.6811407,8.05324,,0
1110331,1110331,9.772671,0.69740325,8.726566,,0
1110418,1110418,9.322425,0.44951645,8.64815,,0
1527091,1527091,9.261904,0.52097934,8.480434,,0
1527264,1527264,9.843788,0.45710003,9.158138,,0
2323467,2323467,9.932482,0.51696736,9.157031,,0
2526153,2526153,9.072268,0.4459712,8.403311,,0
3883782,3883782,9.1042595,0.4845501,8.377435,,0
7592144,7592144,9.142534,0.50053823,8.3917265,,0
938737,938737,9.434307,0.5154533,8.661127,,0
1758367,1758367,9.573813,0.3226117,9.089896,,0
272156,272156,10.314998,0.6713652,9.30795,,0
1110643,1110643,10.22602,0.55964065,9.386559,,0
45322,45322,10.978219,0.7124368,9.909564,,0
57531,57531,9.88711,0.4790872,9.168479,,0
122244,122244,9.385245,0.64890295,8.411891,,0
398153,398153,9.080269,0.48887146,8.346962,,0
447077,447077,9.421649,0.5883538,8.539118,,0
638003,638003,9.353094,0.49949044,8.603859,,0
2940829,2940829,9.108408,0.6092173,8.194582,,0
42172,42172,10.40712,0.52147824,9.624903,,0
75960,75960,10.276836,0.54994303,9.451921,,0
177363,177363,10.599717,0.649646,9.625248,,0
777621,777621,10.777368,0.6092173,9.863542,,0
778810,778810,10.313353,0.56643724,9.4636965,,0
778975,778975,9.695346,0.5870696,8.814741,,0
1081322,1081322,10.838532,0.5466618,10.018539,,0
1084495,1084495,10.195768,0.3508374,9.669512,,0
1084496,1084496,9.573248,0.40100402,8.971742,,0
4377075,4377075,9.631452,0.3610566,9.089867,,0
7120592,7120592,9.1042595,0.49315026,8.364534,,0
384311,384311,9.373746,0.65773636,8.387141,,0
1492288,1492288,9.638817,0.5904859,8.753088,,0
1266685,1266685,10.216855,0.5357026,9.413301,,0
783884,783884,9.428815,0.3675013,8.8775625,,0
6397,6397,11.071548,0.6009918,10.170061,,0
388476,388476,9.490541,0.26134202,9.098529,,0
389297,389297,10.27504,0.54571974,9.45646,,0
15842907,15842907,9.300706,0.44951645,8.626431,,0
1098706,1098706,10.193059,0.6466662,9.22306,,0
4694874,4694874,9.294295,0.41715068,8.66857,,0
268361,268361,9.236841,0.50106114,8.4852495,,0
925757,925757,10.271424,0.571799,9.413726,,0
2310847,2310847,9.296978,0.52147824,8.514761,,0
6006538,6006538,9.268235,0.85003805,7.9931784,,0
3526,3526,10.534542,0.45361638,9.854117,,0
60296,60296,10.643851,0.54947585,9.819637,,0
77795,77795,10.466024,0.41715068,9.840299,,0
95716,95716,10.429762,0.48563448,9.70131,,0
145340,145340,9.816205,0.4177842,9.189528,,0
181209,181209,9.859886,0.5409785,9.048418,,0
216566,216566,9.06685,0.7244749,7.9801373,,0
219082,219082,9.739219,0.39236438,9.150672,,0
318794,318794,10.098047,0.32731527,9.607075,,0
322081,322081,10.101417,0.512918,9.33204,,0
390985,390985,9.68932,0.3842338,9.112968,,0
391860,391860,9.120619,0.6548118,8.138401,,0
462770,462770,10.589802,0.28302807,10.165259,,0
462807,462807,9.355905,0.48291844,8.631527,,0
466232,466232,9.014276,0.41651618,8.389502,,0
466255,466255,9.338273,0.4003455,8.737755,,0
658031,658031,9.863384,0.57577723,8.999719,,0
658475,658475,9.0065155,0.5587263,8.1684265,,0
790766,790766,9.101751,0.5088305,8.338506,,0
927976,927976,9.470207,0.4429945,8.805716,,0
1103727,1103727,9.221207,0.5853513,8.34318,,0
1278260,1278260,9.186762,0.5659874,8.337781,,0
1278377,1278377,9.36055,0.5531997,8.53075,,0
1279211,1279211,10.615207,0.5428812,9.800885,,0
1510676,1510676,9.321415,0.37941974,8.752285,,0
1751101,1751101,10.340506,0.5792832,9.4715805,,0
1751954,1751954,9.45709,0.7053118,8.399122,,0
2048795,2048795,9.100072,0.53231156,8.301604,,0
2310010,2310010,9.700445,0.54382944,8.884701,,0
2511541,2511541,10.37616,0.4363731,9.7216,,0
2710323,2710323,9.133277,0.6960711,8.08917,,0
2924312,2924312,10.489719,0.40947515,9.875506,,0
3142189,3142189,9.96903,0.54619104,9.149744,,0
3605455,3605455,9.64414,0.59765744,8.747654,,0
4119003,4119003,10.094651,0.5239642,9.308704,,0
4119702,4119702,9.611696,0.42219332,8.978406,,0
4131712,4131712,9.5899105,0.6845794,8.563042,,0
5009364,5009364,9.25841,0.59429735,8.366964,,0
5017848,5017848,9.800386,0.51087904,9.034068,,0
5318126,5318126,9.214791,0.47577617,8.501127,,0
6020409,6020409,10.189238,0.5390674,9.380636,,0
796189,796189,9.960294,0.7162745,8.885882,,0
796430,796430,9.651295,0.5659874,8.802314,,0
930355,930355,9.431962,0.5476018,8.610559,,0
9488662,9488662,9.3209095,0.5792832,8.451984,,0
6779666,6779666,9.350738,0.46398464,8.65476,,0
396885,396885,9.519682,0.44537747,8.851616,,0
396923,396923,10.366059,0.6283453,9.423541,,0
570569,570569,10.125568,0.50418556,9.36929,,0
805102,805102,9.807708,0.6548118,8.82549,,0
1534361,1534361,10.511666,0.5968199,9.616436,,0
2526170,2526170,9.583322,0.438189,8.926038,,0
2943833,2943833,9.566974,0.63530654,8.614014,,0
3392849,3392849,9.582213,0.31465736,9.110228,,0
3887918,3887918,9.688886,0.3957077,9.0953245,,0
5037958,5037958,9.248359,0.42093813,8.616952,,0
5706756,5706756,9.064572,0.63453853,8.112764,,0
5706769,5706769,9.106753,0.58878106,8.223581,,0
17999,17999,9.317862,0.33885613,8.809577,,0
272166,272166,10.340506,0.4547807,9.658335,,0
272180,272180,11.0387,0.691376,10.0016365,,0
272308,272308,10.568809,0.49261773,9.829882,,0
398102,398102,10.48308,0.5677839,9.631404,,0
569104,569104,9.781173,0.5722428,8.922809,,0
569287,569287,9.050652,0.86656713,7.750801,,0
803815,803815,10.363864,0.59765744,9.467378,,0
1533991,1533991,10.26364,0.46625546,9.564258,,0
2066344,2066344,9.618892,0.3500982,9.093744,,0
2067561,2067561,9.216725,0.51696736,8.441275,,0
45325,45325,11.277104,1.0353897,9.72402,,0
79205,79205,10.074416,0.5103678,9.308865,,0
569175,569175,10.369694,0.451864,9.691897,,0
569896,569896,9.949477,0.525449,9.1613035,,0
804429,804429,9.399415,0.39236438,8.810868,,0
1118088,1118088,10.003162,0.5026262,9.249223,,0
1534207,1534207,9.24776,0.42531553,8.609787,,0
2529489,2529489,10.085697,0.49048096,9.349976,,0
3392883,3392883,9.785362,0.3226117,9.301445,,0
3395145,3395145,9.428815,0.37455168,8.866987,,0
3890174,3890174,9.159743,0.58059067,8.288857,,0
17270281,17270281,9.392603,0.46341506,8.69748,,0
177633,177633,10.57652,0.5476018,9.755117,,0
262452,262452,9.192243,0.49580327,8.448538,,0
383391,383391,9.769078,0.413969,9.148125,,0
383848,383848,10.636866,0.7066159,9.5769415,,0
3347565,3347565,10.775665,0.54571974,9.957086,,0
4978699,4978699,9.664803,0.5390674,8.856201,,0
4979933,4979933,9.505356,0.6291243,8.561669,,0
383961,383961,10.049424,0.2554021,9.666321,,0
2487514,2487514,9.363313,0.45883143,8.675066,,0
550727,550727,10.179254,0.5559718,9.345296,,0
778768,778768,9.171326,0.44119868,8.509527,,0
2010414,2010414,9.705485,0.6108439,8.78922,,0
1492237,1492237,9.434307,0.68662953,8.404363,,0
178166,178166,10.083604,0.44951645,9.409329,,0
178821,178821,10.032452,0.44418764,9.36617,,0
1492306,1492306,9.473782,0.27076894,9.067628,,0
179774,179774,9.850419,0.57621706,8.9860935,,0
5006265,5006265,9.669364,0.41651618,9.04459,,0
5662576,5662576,9.599609,0.37033522,9.0441065,,0
77305,77305,10.48308,0.36393273,9.9371805,,0
388543,388543,9.728263,0.5332831,8.928338,,0
7157632,7157632,9.315306,0.49155065,8.57798,,0
388493,388493,9.206307,0.3842338,8.629957,,0
390426,390426,10.114638,0.38628078,9.535217,,0
269166,269166,9.277284,0.4055859,8.668905,,0
560134,560134,9.743065,0.6406447,8.782098,,0
657651,657651,10.221971,0.4296492,9.577497,,0
923587,923587,9.707152,0.6108439,8.790887,,0
3131541,3131541,9.739219,0.6960711,8.695112,,0
7571484,7571484,9.48294,0.5390674,8.674338,,0
9786,9786,9.718647,0.48833364,8.986147,,0
145383,145383,10.254772,0.4845501,9.527947,,0
1277790,1277790,9.165573,0.45303303,8.486024,,0
1742797,1742797,10.387423,0.6811407,9.365711,,0
1165,1165,10.905409,0.605124,9.997723,,0
3524,3524,10.456647,0.22688235,10.116323,,0
9913,9913,11.510829,1.1653388,9.762821,,0
60469,60469,10.795118,0.5559718,9.961161,,0
95160,95160,10.988787,0.6886701,9.955782,,0
216489,216489,10.076553,0.35961133,9.537136,,0
318884,318884,10.37258,0.30573598,9.913976,,0
319029,319029,9.290512,0.38217717,8.717246,,0
319073,319073,9.056273,0.6188866,8.127944,,0
394307,394307,9.152345,0.44656408,8.482498,,0
394365,394365,9.515175,0.7250993,8.4275255,,0
462840,462840,10.712116,0.51595855,9.938178,,0
463139,463139,10.696712,0.46512154,9.999029,,0
463215,463215,10.248598,0.65700704,9.263087,,0
463289,463289,9.745357,0.34413865,9.229149,,0
466026,466026,10.025312,0.37664467,9.460345,,0
658209,658209,9.789512,0.4271781,9.148745,,0
659474,659474,9.044955,0.7312948,7.9480133,,0
925751,925751,10.4774685,0.5735716,9.617111,,0
926242,926242,10.384634,0.5164633,9.60994,,0
926369,926369,11.141525,0.81799734,9.91453,,0
1278231,1278231,10.411086,0.38967106,9.826579,,0
1283349,1283349,10.280851,0.44656408,9.611005,,0
1283478,1283478,9.939847,0.28259617,9.515953,,0
1743973,1743973,9.93936,0.33885613,9.431075,,0
1743974,1743974,9.66526,0.34861597,9.142336,,0
1749861,1749861,9.34407,0.7207093,8.263006,,0
2039514,2039514,9.082904,0.6329985,8.133406,,0
2314954,2314954,9.035294,0.5047041,8.278237,,0
2704081,2704081,9.465153,0.54947585,8.640939,,0
2704129,2704129,9.651295,0.31785658,9.17451,,0
2704617,2704617,9.479441,0.47522187,8.766608,,0
2704624,2704624,9.901173,0.35670635,9.366113,,0
2709964,2709964,9.598542,0.37033522,9.043039,,0
4131324,4131324,9.369241,0.29495063,8.926815,,0
4691873,4691873,10.138701,0.6228528,9.204422,,0
6762942,6762942,9.672979,0.75581074,8.539263,,0
11725470,11725470,9.378204,0.4850926,8.650565,,0
6774153,6774153,9.000735,0.3842338,8.424385,,0
269227,269227,9.359625,0.35597706,8.825659,,0
393182,393182,9.047338,0.37664467,8.48237,,0
564313,564313,9.8352,0.27386633,9.4244,,0
796381,796381,9.439731,0.4735547,8.729399,,0
3873434,3873434,9.177003,0.5021051,8.423845,,0
394618,394618,9.148598,0.33350855,8.6483345,,0
6779679,6779679,9.383495,0.51997983,8.603525,,0
1527963,1527963,9.5027,0.45652136,8.817918,,0
122239,122239,10.868922,0.47020108,10.163621,,0
396952,396952,10.042561,0.6967377,8.997454,,0
805103,805103,9.7860565,0.46284476,9.091789,,0
1119721,1119721,9.864544,0.6628074,8.870333,,0
1119926,1119926,9.008598,0.5184762,8.230885,,0
4439151,4439151,9.396022,0.5582684,8.5586195,,0
398034,398034,10.517885,0.5047041,9.760829,,0
398112,398112,10.19088,0.47243968,9.482221,,0
398138,398138,9.582768,0.43271843,8.933691,,0
568996,568996,10.257592,0.3780344,9.69054,,0
569740,569740,10.283066,0.5342525,9.481687,,0
1117658,1117658,10.493001,0.3418826,9.980177,,0
2067777,2067777,9.298046,0.5279124,8.506178,,0
2069273,2069273,9.554739,0.5968199,8.65951,,0
2529338,2529338,10.453674,0.512918,9.684298,,0
3392865,3392865,9.94661,0.560553,9.105781,,0
4439152,4439152,9.519682,0.74581295,8.400963,,0
778767,778767,9.574943,0.45825508,8.88756,,0
2006752,2006752,9.225641,0.41651618,8.600867,,0
1082812,1082812,9.1387005,0.6196827,8.209176,,0
41866,41866,10.239414,0.5788465,9.371144,,0
41875,41875,11.183052,0.87943935,9.8638935,,0
75912,75912,9.836437,0.42219332,9.203147,,0
262352,262352,9.442035,0.45303303,8.7624855,,0
777707,777707,9.5899105,0.53666663,8.78491,,0
778735,778735,10.591976,0.46963957,9.887517,,0
1081312,1081312,9.838287,0.6275649,8.89694,,0
1084421,1084421,10.056925,0.6140789,9.135806,,0
3343327,3343327,10.141159,0.2729836,9.731684,,0
4376086,4376086,10.163251,0.4553617,9.480208,,0
42019,42019,10.354221,0.3916926,9.766683,,0
783848,783848,9.002319,0.642158,8.039083,,0
5648098,5648098,9.75738,0.4075349,9.146077,,0
7148840,7148840,9.428024,0.4599819,8.738051,,0
77590,77590,9.24656,0.40428174,8.640138,,0
180249,180249,10.478033,0.5522717,9.649626,,0
388565,388565,10.573813,0.6436659,9.6083145,,0
1096343,1096343,9.642212,0.50053823,8.891404,,0
2034813,2034813,10.450681,0.5083168,9.688206,,0
2035185,2035185,9.961222,0.64890295,8.987867,,0
3858002,3858002,9.548191,0.5968199,8.652962,,0
77778,77778,10.382531,0.6533421,9.402518,,0
267748,267748,10.188689,0.51240915,9.420075,,0
1509782,1509782,9.587177,0.65112823,8.610485,,0
4409837,4409837,9.75886,0.5587263,8.920771,,0
4119276,4119276,9.133277,0.31062487,8.667339,,0
1107225,1107225,9.708814,0.64291257,8.744445,,0
2045816,2045816,9.487792,0.79788995,8.290957,,0
2048739,2048739,9.5964,0.6720708,8.588294,,0
5025091,5025091,9.766909,0.4899451,9.031991,,0
796173,796173,9.82707,0.7207093,8.746006,,0
121450,121450,10.758859,0.6591913,9.770072,,0
182694,182694,10.197924,0.37872764,9.629832,,0
393890,393890,10.540444,0.5637313,9.694847,,0
796167,796167,9.111697,0.6804497,8.0910225,,0
796180,796180,9.989482,0.649646,9.015013,,0
799886,799886,10.38603,0.52247435,9.602319,,0
800005,800005,10.826059,0.5587263,9.98797,,0
1289391,1289391,9.715394,0.5840581,8.839307,,0
1520389,1520389,9.217369,0.38011074,8.647203,,0
3386460,3386460,9.357304,0.6591913,8.368517,,0
272709,272709,10.468338,0.3937048,9.877781,,0
398121,398121,9.249554,0.4850926,8.5219145,,0
1116971,1116971,9.511273,0.7422287,8.39793,,0
184768,184768,10.728262,0.78449297,9.551522,,0
184948,184948,9.688886,0.58059067,8.818,,0
397274,397274,10.167884,0.5229715,9.383427,,0
569521,569521,11.304865,0.98834074,9.822353,,0
569930,569930,9.649398,0.25723845,9.26354,,0
570677,570677,10.4924555,0.74282813,9.378213,,0
803391,803391,9.91531,0.55781007,9.078595,,0
803766,803766,9.494632,0.40100402,8.893126,,0
804709,804709,10.526546,0.34861597,10.003622,,0
805079,805079,9.549389,0.4296492,8.904915,,0
805105,805105,9.146334,0.45767793,8.459817,,0
1118351,1118351,10.658241,0.560553,9.817411,,0
1530350,1530350,10.634512,0.6699506,9.629586,,0
2068431,2068431,9.794303,0.39437345,9.202743,,0
2528607,2528607,9.206965,0.52346814,8.421763,,0
3889847,3889847,9.190195,0.58015525,8.3199625,,0
4434845,4434845,9.421649,0.49315026,8.681924,,0
4434994,4434994,9.130147,0.23563664,8.776692,,0
7960971,7960971,9.326442,0.45594192,8.642529,,0
75925,75925,10.589366,0.6306781,9.643349,,0
75962,75962,10.261324,0.6228528,9.3270445,,0
262666,262666,10.20644,0.5513418,9.379427,,0
382744,382744,9.729845,0.3500982,9.204698,,0
548718,548718,9.032352,0.518978,8.253885,,0
776232,776232,9.601736,0.67418075,8.590465,,0
1482612,1482612,9.566399,0.5766564,8.701414,,0
2006897,2006897,9.7860565,0.53473645,8.983952,,0
2900941,2900941,10.053191,0.52247435,9.26948,,0
4376101,4376101,9.103425,0.40166155,8.500933,,0
16513,16513,9.617871,0.37455168,9.056044,,0
6197,6197,9.473069,0.5052221,8.715236,,0
5646988,5646988,9.14177,0.4483379,8.469263,,0
6370701,6370701,9.085958,0.3311964,8.589163,,0
59402,59402,9.028896,0.4234449,8.393729,,0
1266165,1266165,9.384809,0.44359148,8.719421,,0
24674,24674,10.742605,0.7855801,9.564235,,0
59409,59409,10.485859,0.38967106,9.901352,,0
1090845,1090845,10.37616,0.6591913,9.387373,,0
1266202,1266202,9.704649,0.5021051,8.951491,,0
1266499,1266499,9.462238,0.57577723,8.598573,,0
2025750,2025750,9.970848,0.56553715,9.122542,,0
3849049,3849049,9.335345,0.6092173,8.421519,,0
7148155,7148155,9.788822,0.606766,8.878674,,0
76714,76714,10.328735,0.3849172,9.75136,,0
93861,93861,10.933965,0.6092173,10.020139,,0
554821,554821,9.942275,0.45594192,9.258362,,0
555056,555056,10.401775,0.4850926,9.674136,,0
783528,783528,10.170754,0.6459181,9.201878,,0
783977,783977,9.753658,0.5744552,8.891975,,0
1266593,1266593,9.746878,0.5279124,8.955009,,0
1495211,1495211,9.112516,0.5057394,8.353908,,0
1497584,1497584,10.043328,0.36678994,9.493143,,0
1497592,1497592,9.136385,0.31625992,8.661995,,0
2025818,2025818,10.552963,0.43454963,9.901138,,0
2691982,2691982,9.830842,0.5485398,9.008032,,0
5648183,5648183,9.624463,0.7380093,8.517449,,0
5654077,5654077,9.379534,0.39968598,8.7800045,,0
7149057,7149057,9.165573,0.4735547,8.455241,,0
751,751,11.046082,0.91831994,9.668602,,0
43739,43739,10.381827,0.36962846,9.827385,,0
77789,77789,9.072268,0.3675013,8.521015,,0
267744,267744,9.532308,0.3617774,8.989641,,0
557486,557486,10.165574,0.48400688,9.439564,,0
787440,787440,10.044861,0.44715616,9.374126,,0
787470,787470,9.04208,0.34563622,8.523625,,0
1098699,1098699,9.211548,0.29157746,8.774181,,0
1098788,1098788,9.8155575,0.641402,8.853455,,0
1098797,1098797,10.874843,0.58578146,9.99617,,0
1098824,1098824,10.532557,0.53182495,9.734819,,0
2918778,2918778,10.0751295,0.6075846,9.163753,,0
5002591,5002591,9.817497,0.37244856,9.258824,,0
5664701,5664701,9.159743,0.39968598,8.560214,,0
12011214,12011214,9.290512,0.57401365,8.429492,,0
1101766,1101766,10.597581,0.44656408,9.927734,,0
1509677,1509677,9.941791,0.61728996,9.015856,,0
1741845,1741845,9.072268,0.42531553,8.434294,,0
5002719,5002719,9.501366,0.289881,9.066545,,0
16547151,16547151,9.202999,0.7200785,8.122881,,0
3604357,3604357,9.39346,0.56912637,8.539771,,0
3613005,3613005,9.290512,0.7499576,8.165576,,0
563907,563907,9.80373,0.438189,9.146446,,0
2053814,2053814,9.179813,0.5466618,8.35982,,0
399,399,11.029292,0.561918,10.186415,,0
466695,466695,10.218396,0.55735123,9.382369,,0
467889,467889,9.74153,0.451864,9.063734,,0
1527002,1527002,9.171326,0.4215662,8.538977,,0
2058328,2058328,10.065759,0.19898462,9.767282,0.4636083900608309,1
2714488,2714488,10.114638,0.73740315,9.0085335,,0
4702378,4702378,9.202999,0.39836392,8.6054535,,0
4705681,4705681,9.995948,0.4387926,9.337759,,0
5036464,5036464,9.141005,0.39902547,8.542466,,0
13261522,13261522,9.339245,0.42593727,8.700339,,0
13568780,13568780,9.559441,0.46055597,8.868607,,0
60965,60965,11.038079,0.5892079,10.154267,,0
393274,393274,9.33141,0.37872764,8.763319,,0
467860,467860,9.744595,0.509856,8.979811,,0
567482,567482,10.386727,0.46398464,9.69075,,0
666210,666210,9.952798,0.6196827,9.023273,,0
799956,799956,10.18814,0.6108439,9.271874,,0
929761,929761,9.325441,0.8429609,8.061,,0
1290379,1290379,10.095333,0.68183064,9.072587,,0
2052363,2052363,9.413547,0.3660774,8.86443,,0
4143336,4143336,10.065759,0.5259428,9.276844,,0
10036848,10036848,9.592627,0.3910198,9.006097,,0
44961,44961,9.356838,0.45767793,8.670321,,0
394851,394851,9.370145,0.43394008,8.719234,,0
2055958,2055958,9.098385,0.69002515,8.063347,,0
45020,45020,11.0473,0.58362615,10.171861,,0
271683,271683,10.129991,0.39236438,9.541444,,0
394658,394658,9.568121,0.5476018,8.746718,,0
394760,394760,9.181212,0.35961133,8.641795,,0
1112881,1112881,10.342821,0.28475147,9.915694,,0
2058897,2058897,9.092001,0.5788465,8.223731,,0
6689,6689,10.48475,0.4812806,9.762829,,0
122541,122541,9.903826,0.44179812,9.241129,,0
184618,184618,10.976074,0.64815867,10.003837,,0
272393,272393,10.848741,0.7325234,9.749955,,0
325049,325049,10.370417,0.3773401,9.804406,,0
397318,397318,9.274476,0.31224236,8.806112,,0
398110,398110,10.566975,0.40623656,9.95762,,0
802582,802582,10.150251,0.3380962,9.643107,,0
1769543,1769543,10.656,0.7092126,9.592181,,0
2065669,2065669,9.677902,0.6236417,8.742439,,0
2066278,2066278,9.684088,0.3327392,9.1849785,,0
2529851,2529851,9.080269,0.46512154,8.3825865,,0
4720318,4720318,9.711292,0.6406447,8.750325,,0
5358760,5358760,9.825172,0.78011715,8.654997,,0
6685,6685,10.493546,0.36033458,9.953044,,0
28183,28183,10.277732,0.77291113,9.118365,,0
184972,184972,10.939457,0.5093435,10.175442,,0
326982,326982,9.514527,0.5229715,8.73007,,0
471639,471639,9.797017,0.35961133,9.2576,,0
674523,674523,9.489856,0.45767793,8.803339,,0
803009,803009,9.025412,0.9175194,7.6491327,,0
1119724,1119724,10.695346,0.60594577,9.7864275,,0
1531290,1531290,9.662503,0.45361638,8.982079,,0
1533120,1533120,10.531561,0.56867933,9.678542,,0
2003427,2003427,9.492591,0.45303303,8.813042,,0
2328996,2328996,9.363772,0.36892056,8.810391,,0
3889874,3889874,9.33973,0.64815867,8.367493,,0
5040229,5040229,9.286147,0.48617566,8.556884,,0
5040318,5040318,9.6734295,0.5810256,8.801891,,0
6422788,6422788,9.003372,1.016029,7.4793286,,0
6800175,6800175,9.186762,0.68662953,8.156817,,0
11464691,11464691,9.179112,0.49527395,8.436201,,0
177704,177704,9.102589,0.5249546,8.315157,,0
548785,548785,10.726993,0.6606414,9.736031,,0
16649,16649,10.83259,0.6628074,9.838379,,0
16656,16656,10.652995,0.60347587,9.747782,,0
42000,42000,9.939847,0.6656788,8.941329,,0
75805,75805,9.609618,0.3828638,9.035322,,0
75810,75810,9.863964,0.3448881,9.346632,,0
262475,262475,10.434152,0.49315026,9.694427,,0
548802,548802,9.934951,0.6734786,8.924733,,0
1487761,1487761,9.076286,0.36892056,8.522905,,0
4978844,4978844,10.580993,0.49315026,9.841268,,0
385026,385026,9.379975,0.38354936,8.804651,,0
776234,776234,10.572454,0.62206244,9.63936,,0
780123,780123,9.014276,0.5337681,8.213623,,0
1082648,1082648,9.846815,0.6291243,8.903129,,0
1493495,1493495,9.66158,0.3500982,9.136433,,0
11995580,11995580,9.723481,0.2716562,9.315997,,0
2012324,2012324,9.484332,0.35231212,8.955864,,0
1266152,1266152,10.434152,0.6620866,9.441022,,0
3584469,3584469,9.076286,0.48400688,8.350276,,0
4101782,4101782,9.483637,0.47243968,8.774978,,0
4672812,4672812,10.346655,0.45419893,9.665357,,0
11699069,11699069,9.654124,0.37455168,9.092297,,0
554654,554654,9.285599,0.30409402,8.829457,,0
783060,783060,9.024912,0.42531553,8.386938,,0
2497984,2497984,10.300388,0.44892758,9.626997,,0
191,191,10.034022,0.40100402,9.432516,,0
17312,17312,10.770518,0.56009704,9.930372,,0
43360,43360,9.578873,0.3752505,9.015997,,0
3368819,3368819,9.188139,0.68251944,8.16436,,0
1098870,1098870,9.526671,0.59598064,8.6327,,0
2035377,2035377,10.271424,0.56508636,9.423795,,0
2918291,2918291,9.263639,0.6322264,8.3153,,0
2303,2303,10.86012,0.6606414,9.869158,,0
2039066,2039066,9.592627,0.49896562,8.844178,,0
6019243,6019243,9.55827,0.52097934,8.776801,,0
95742,95742,9.424849,0.42406934,8.788745,,0
270268,270268,10.46776,0.52643603,9.678106,,0
10178,10178,10.45546,0.571799,9.597761,,0
10439,10439,10.789649,0.4801853,10.069371,,0
26904,26904,10.282624,0.5744552,9.420941,,0
97193,97193,10.435398,0.3265349,9.945596,,0
394709,394709,9.774099,0.6699506,8.769174,,0
394935,394935,10.184829,0.42531553,9.546856,,0
395017,395017,9.115775,0.69806784,8.068673,,0
468379,468379,9.781874,0.39437345,9.190313,,0
666756,666756,10.121101,0.39504108,9.52854,,0
938817,938817,9.611696,0.53954595,8.802378,,0
939208,939208,9.317351,0.3265349,8.827549,,0
1113410,1113410,9.112516,0.4790872,8.393886,,0
1290076,1290076,9.75141,0.73557967,8.64804,,0
1295553,1295553,9.885457,0.33042297,9.389823,,0
1523981,1523981,9.963072,0.39034596,9.377553,,0
2318301,2318301,9.057668,0.35524654,8.524797,,0
2323337,2323337,9.75291,0.38967106,9.168403,,0
3149421,3149421,9.188139,0.2413763,8.826075,,0
3612995,3612995,9.992943,0.4807333,9.271843,,0
