soap_row_index,halo_index,track_id,compactness,logM,logR,mgfe,lum_age_gyr,log_ssfr,DoR_raw,DoR_clipped
3091360,733713,733713,9.435051918029785,10.411744117736816,0.6511282324790955,0.12202707678079605,1.6945334672927856,-9.781840324401855,0.2286438892338175,0.2286438892338175
3851371,1746231,1746231,9.304693222045898,10.459010124206543,0.7695444822311401,0.1110428050160408,2.4820809364318848,-9.85981273651123,0.3036482568476951,0.3036482568476951
5575017,260878,260878,8.536962509155273,9.257240295410156,0.48018530011177063,0.13289499282836914,2.0640463829040527,-9.688685417175293,0.2272774921776953,0.2272774921776953
6402359,1877853,1877853,9.661075592041016,10.10476016998291,0.29578983783721924,0.11304060369729996,7.173774242401123,,0.1145338740525634,0.1145338740525634
6689810,704089,704089,8.980429649353027,9.664342880249023,0.45594191551208496,0.08093176037073135,3.527167797088623,-10.12441635131836,0.2491050750576436,0.2491050750576436
9043790,50172,50172,9.091708183288574,9.602266311645508,0.3403719961643219,0.13591182231903076,1.7822461128234863,-9.539460182189941,0.1450889751928621,0.1450889751928621
9717603,3345350,3345350,10.052396774291992,10.49733829498291,0.2966274619102478,0.170838862657547,6.666160583496094,,0.0877967544962988,0.0877967544962988
12641725,82620,82620,8.690234184265137,9.391313552856445,0.4673864245414734,0.12467192858457565,8.778728485107422,-10.73953914642334,0.1686222876519366,0.1686222876519366
