soap_index,sgn,track_id,compactness,mass,r50_kpc,MgFe,lum_age_gyr,log_ssfr,DoR_choice
80895,278796,278796,9.277064323425293,19423823872.0,4.72259521484375,0.10701336099216396,2.362642765045166,-9.814448809230775,0.250186431975788
80962,2479,2479,8.764728546142578,1121262080.0,1.54876708984375,0.20167578683413281,10.331428527832031,,0.2526105308656836
80985,47124,47124,9.949360847473145,194901950464.0,7.8277587890625,0.2020841090016364,10.67481517791748,,0.2925408999995586
81409,48751,48751,8.854395866394043,2371853824.0,2.223968505859375,0.236393936638813,11.30186653137207,,0.1622860210373478
81614,18403,18403,9.651055335998535,18955309056.0,2.61688232421875,0.09179533944969837,4.650636196136475,-10.698817021371912,0.2367926997399555
81946,838731,838731,9.49825668334961,19736166400.0,3.398895263671875,0.07889525601481948,4.105698108673096,-9.965869181285635,0.1201874322854633
81953,194012,194012,9.049720764160156,4924280832.0,2.681732177734375,0.06885492963302917,6.031643867492676,-10.7243524592509,0.0825898640225628
82280,20944,20944,9.758830070495605,151486300160.0,8.8653564453125,0.1999510026073418,10.331428527832031,,0.2145556017387393
83380,56280,56280,9.629157066345215,63717949440.0,6.072998046875,0.18882991022414738,8.987746238708496,-12.057126343237607,0.4891494158076355
83566,1694775,1694775,9.447807312011719,16866515968.0,3.307342529296875,0.11175532717991096,3.224839210510254,-10.05046068840263,0.2022924358523679
83618,88790,88790,9.978797912597656,177098407936.0,7.01904296875,0.17043644636761188,9.107184410095215,-12.547526620821962,0.2402873587449896
83942,6627,6627,9.392430305480957,20185157632.0,4.058837890625,0.0784199213742639,5.486705780029297,-10.246082322558,0.2330242689769881
84301,6326,6326,9.764979362487793,49896775680.0,4.18853759765625,0.215666945949844,10.376218795776367,,0.1609632467114973
84753,276029,276029,9.798727989196777,172100927488.0,9.0789794921875,0.19995234130977932,9.107184410095215,-14.15901389726705,0.1631346959234536
85703,49924,49924,9.78348159790039,57861517312.0,4.49371337890625,0.14139227255418474,8.28604507446289,,0.2234974877087543
85839,52560,52560,9.837705612182617,31390459904.0,2.750396728515625,0.18170280792505414,8.554781913757324,,0.2478847807485335
