subhalo_id,DoR,logM,logR,compactness,MgFe,lum_age_gyr,log_ssfr,exsitu_frac
7758881,0.0793381338266464,10.490816,0.6811407,9.469105,0.094524466,3.2211068,-10.069108,
13282215,0.101294843275539,9.958432,0.5239642,9.172485,0.06954523,3.437589,-9.898998,
731327,0.2554008334674056,10.679324,0.5513418,9.852311,0.14951152,7.7187123,-10.831226,
7387848,0.0715702609762769,9.957498,0.63683844,9.00224,0.08899986,2.6612387,-9.75652,
16321933,0.0648596319990614,9.417617,0.7523083,8.289154,0.13292608,2.4858136,-9.778706,
733552,0.4996361609244573,10.385333,0.518978,9.606866,0.15300465,10.839043,,
9756718,0.0613019008972988,9.765456,0.56912637,8.911767,0.11180682,2.134963,-9.719281,
2795495,0.0647553824097669,9.13561,0.63988614,8.17578,0.14131442,2.3365154,-9.7705765,
1468890,0.1224956521556238,9.805059,0.24984601,9.43029,0.068361215,3.6951282,-10.0619135,
16357697,0.0617453330795967,9.412727,0.5021051,8.65957,0.124783196,2.3103883,-9.844922,
1472766,0.1059139318047209,9.851614,0.32103243,9.370066,0.067136414,3.1352603,-9.973868,
2809778,0.0818189003471951,9.777651,0.43697926,9.122182,0.08813187,2.3701074,-9.788969,
4383120,0.0628695101979563,10.011498,0.49315026,9.271773,0.1184795,2.6649714,-10.077971,
26169940,0.0735157013130825,9.151598,0.6322264,8.2032585,0.13688695,2.7918746,-9.966712,
60869,0.0884822431758803,10.3033495,0.571799,9.445651,0.082124256,3.75858,-10.042464,
347374,0.104491304566713,9.792255,0.3500982,9.267108,0.08899378,3.7959044,-10.296047,
2783085,0.1089740220570807,9.979821,0.483463,9.254627,0.08571123,3.8071017,-10.26782,
9727958,0.0685529787890117,9.585529,0.63530654,8.632569,0.1281203,2.6351116,-9.784767,
26101772,0.1037933307247353,9.6810055,0.3418826,9.168181,0.06525471,2.9635673,-10.011961,
2799028,0.0556342447092128,9.357304,0.44537747,8.689238,0.19302103,1.1850537,-9.407913,
733485,0.0772675275511135,9.654593,0.75406307,8.523499,0.11103832,3.3666723,-10.004369,
9763151,0.1233088758985185,9.255478,0.5083168,8.493003,0.07147596,3.6428738,-10.185534,
62188,0.0614821388241609,9.756638,0.68594724,8.727716,0.12973207,2.2730637,-9.783603,
158660,0.2296051004892473,10.661211,0.3610566,10.119626,0.15599394,6.5840464,-10.506612,
2805781,0.0775894323860668,9.454121,0.64815867,8.481883,0.11449716,1.9371431,-9.572717,
32505842,0.0818482986707324,9.136385,0.7269673,8.045934,0.124820836,2.743353,-10.058256,
16372540,0.0792715840620384,9.74153,0.7219682,8.658578,0.09362795,2.4708838,-9.794641,
352434,0.1336061213793614,10.163251,0.6001606,9.26301,0.062419422,2.911313,-9.80863,
76292,0.2743304314432688,9.480143,0.19898462,9.181665,0.030790739,6.1286874,-10.301644,
159573,0.1867227105611858,10.933965,0.7768062,9.768755,0.094599284,5.7778373,-10.27441,
5866580,0.1587309172036069,9.36423,0.49791405,8.617359,0.07594689,4.7775397,-10.18116,
2781634,0.094391768325166,9.462969,0.6360732,8.508859,0.11393788,3.9340053,-10.228898,
5526667,0.0905233523576119,9.276163,0.59598064,8.382193,0.12878484,3.2024446,-10.192283,
50596485,0.0636185226843539,9.083778,0.7678513,7.9320016,0.18831804,1.8400992,-9.535141,
1468082,0.1256848857790498,9.163396,0.25170594,8.785837,0.07302401,4.217672,-10.038123,
1678114,0.1042180745730368,10.142382,0.49580327,9.398677,0.11694648,4.904443,-10.870386,
3145819,0.1045969144894049,9.421649,0.5047041,8.664593,0.082361884,4.0534434,-9.887358,
7865135,0.1072696088026896,9.536641,0.49048096,8.80092,0.08143584,4.329645,-10.077337,
1469536,0.0950494169463696,10.034022,0.7219682,8.95107,0.080922164,3.4562511,-10.070533,
4085123,0.1099809096008124,9.468769,0.70203406,8.415718,0.109636866,4.1878123,-10.205761,
739066,0.0865965296962384,10.444633,0.5072877,9.683701,0.10529009,3.4674485,-10.030978,
4085729,0.0855372898232119,9.040634,0.46455345,8.343804,0.107608326,3.6204793,-11.652521,
9775765,0.0475969792648755,9.634904,0.74282813,8.520661,0.16621429,1.2186458,-9.461304,
12727885,0.0524417791472804,9.060443,0.9862938,7.581002,0.15403345,1.8214369,-9.812053,
1474878,0.2271776822389179,9.356372,0.3773401,8.790361,0.053014897,7.114055,-10.585103,
738533,0.0705708824916991,9.276724,0.45710003,8.591074,0.099141724,2.6164494,-10.00547,
728611,0.0879093387941483,9.373746,0.6852638,8.34585,0.13865283,2.6201818,-10.022076,
6105,0.1740729473846153,10.891267,0.8820556,9.568184,0.10644735,6.382494,-13.271664,
731341,0.0875462984793061,10.103426,0.53762853,9.296983,0.086049326,3.403997,-10.320575,
731624,0.0961279386627553,10.217369,0.5513418,9.390356,0.08764308,4.008654,-10.309808,
7383619,0.0522479541344432,9.512578,-0.11050937,9.678342,0.047904305,2.4671514,,
5531139,0.0875198599462984,10.173606,0.52047986,9.392886,0.086678214,3.16512,-9.979667,
356096,0.1635116846088525,9.085087,0.8495698,7.810732,0.22785959,6.277985,,
1672105,0.0887328213791042,10.211158,0.64516866,9.243404,0.09592553,3.8966806,-10.212349,
61828,0.1378019984330345,10.429762,0.53473645,9.627657,0.11785082,6.158547,,
350019,0.156318123131828,9.004947,0.4483379,8.332439,0.09181095,6.2705207,-10.176053,
405136,0.1125551274673101,9.613764,0.23128156,9.266842,0.07387417,5.1806445,-10.363812,
732778,0.2403988367399454,9.885457,0.32339916,9.400358,0.060138755,7.644063,-11.521022,
733197,0.0699965761429109,9.450379,0.4459712,8.781423,0.12344093,2.5529976,-10.663547,
842564,0.2619313902165499,9.041598,0.6769782,8.026131,0.1365962,8.68915,,
1468329,0.2911407384790255,9.00547,0.5810256,8.133932,0.23720026,8.719009,,
1468625,0.0656066865017461,10.399754,0.63683844,9.444496,0.097821034,3.8817508,-10.457906,
1672243,0.0929186631523931,9.305977,0.60347587,8.400763,0.10582199,4.441619,-10.5283,
2798475,0.2358013203880305,9.962148,0.43758455,9.305771,0.098862834,8.405483,,
3145974,0.0845659227432653,9.368788,0.5614635,8.526592,0.114832245,3.183782,-10.097535,
5533110,0.0979991065719223,9.788133,0.18784146,9.506371,0.090007074,5.2478285,,
7450426,0.084184335580433,9.697052,0.38628078,9.117631,0.094911985,3.3927994,-10.552474,
9743928,0.0953914403467571,9.468048,0.6713652,8.461,0.09973917,4.553592,,
9751297,0.2728841225363176,9.308588,0.38628078,8.729167,0.16481784,8.823518,,
12690501,0.1935998330627001,10.322325,0.38080063,9.751123,0.14235574,7.50223,,
26153337,0.1438730998988057,9.833338,0.32339916,9.348239,0.077623196,5.4643106,-10.38328,
16360336,0.116976521361148,9.453375,0.53231156,8.654907,0.077906765,3.702593,-9.93813,
739040,0.1012859281515729,10.043328,0.55781007,9.206614,0.073325016,2.4447565,-9.732509,
1474984,0.1005430257933034,9.64414,0.27737933,9.228071,0.08826607,4.1952767,-10.414131,
5555596,0.1039661785826252,9.784667,0.5390674,8.976066,0.07829917,3.5420976,-10.014809,
62445,0.4506044831101032,11.238142,0.9745086,9.776379,0.18909445,9.629727,-11.266289,
159517,0.1627398513618852,9.85221,0.38011074,9.282043,0.04993733,3.751115,-10.011252,
351914,0.0869571535211153,10.124297,0.24610206,9.755144,0.10385925,3.7137904,-10.139044,
738653,0.1019584204881317,10.312529,0.43576613,9.658879,0.10987926,4.7476797,-11.628018,
5555947,0.1435102788790548,9.814908,0.30737174,9.35385,0.054788552,5.598679,-10.682422,
12738197,0.0778244643968934,9.338273,0.6960711,8.294167,0.09017388,4.2923207,,
1475188,0.0659726656951001,9.777651,0.54430276,8.961197,0.08847051,2.6089845,-9.726025,
2817540,0.2749174780273415,10.087087,0.35743442,9.550935,0.10046532,8.166607,-10.84739,
60765,0.1308630110336476,10.652995,0.72944546,9.558826,0.11183899,5.643469,-10.725979,
6041,0.2476994857823095,10.86012,0.3780344,10.293068,0.12314325,7.591809,-10.801655,
726898,0.1668823413696303,9.338273,0.16009928,9.0981245,0.041752227,6.0241785,-10.178558,
1454752,0.1435545092525422,9.789512,0.5452479,8.97164,0.06590516,3.9489348,-10.027256,
346722,0.1558405942967541,10.267321,0.40428174,9.660898,0.048584856,3.5197031,-9.963057,
12654291,0.0696939799573241,9.539099,0.33733496,9.033096,0.08781206,2.474616,-9.7924595,
4059514,0.0881810005705215,9.290512,0.26720184,8.889709,0.07609127,2.8963833,-10.333862,
2791656,0.1678245695105913,9.178411,0.42531553,8.540438,0.08199371,6.263056,-10.5336485,
349907,0.1554645869628708,9.053002,0.5298731,8.258193,0.077099614,3.3330803,-10.096353,
185279,0.3313763388780475,10.413056,0.5766564,9.548072,0.11580279,7.2334933,-10.6644335,
746670,0.0955035789576136,9.315818,0.6838938,8.289977,0.114805125,2.8889186,-9.916851,
842216,0.1485628871387117,9.071818,0.2540197,8.690789,0.06655193,5.3075476,-10.097899,
842320,0.0911571535566326,9.91839,0.6845794,8.891521,0.09042267,2.6089845,-9.959143,
5920819,0.18431538902,10.324739,0.3500982,9.799592,0.11805577,6.5243273,-10.865917,
7872893,0.0902753245718849,9.099229,0.71818066,8.021957,0.14033216,3.5197031,-10.063653,
5981670,0.0840742843659636,9.916339,0.4801853,9.196061,0.07528535,2.8739886,-9.793148,
20809777,0.0959403211389769,9.186072,0.53182495,8.388335,0.10352548,3.5607598,-10.139151,
21922770,0.0499899483224313,9.312734,0.6699506,8.307808,0.20188072,2.011792,-9.784973,
158734,0.1027379919069807,9.789512,0.35157537,9.262149,0.07518441,2.8142695,-9.913977,
350526,0.0648209747129353,9.426439,0.3849172,8.849064,0.11968174,1.8270357,-9.544308,
12709421,0.0549029857621224,9.1846895,0.555511,8.351423,0.20208156,1.112271,-9.226663,
12721385,0.0911233795830552,9.75886,0.26360518,9.363452,0.09095856,3.3368127,-9.9342,
1476115,0.1501063255182415,9.484332,0.67906445,8.465735,0.091058634,3.1203306,-9.525695,
7415456,0.1908118322609183,9.269377,0.57577723,8.405711,0.08511015,5.688258,-10.45832,
1456135,0.0698918916992458,10.218396,0.6196827,9.288872,0.117080726,2.8739886,-10.094371,
9715928,0.0998363941169835,9.766909,0.70726657,8.706009,0.102434866,3.1875145,-10.007539,
157196,0.1016747566606703,9.907513,0.2567801,9.522343,0.06111119,3.710058,-9.886483,
347697,0.1010901069884592,9.858714,0.39770138,9.262162,0.07051436,3.9564,-10.024203,
12683805,0.0713894583710933,9.5033655,0.44715616,8.832631,0.08866123,2.482081,-9.711466,
32447941,0.0940230898691013,9.791572,0.37244856,9.232899,0.068122335,3.9116104,-9.833545,
731694,0.1378425701449679,10.48917,0.46568885,9.790637,0.06758585,4.5386624,-10.311867,
7445251,0.0922600831709224,9.070018,0.37315074,8.510292,0.092099436,2.5343354,-9.939581,
737794,0.0811215953183303,9.700445,0.5332831,8.90052,0.07609127,2.720958,-9.747333,
4086571,0.2033938934059085,9.2548895,0.28817788,8.822622,0.06338582,7.2185636,-11.019404,
16385066,0.0433525192655999,9.375981,0.6734786,8.365764,0.21567804,1.2242445,-9.517007,
351845,0.1512517124094965,9.3065,0.24750984,8.935236,0.11871826,7.1663094,,
737986,0.0559160840840237,9.18191,0.6459181,8.213033,0.17494446,1.8046409,-9.621671,
1475305,0.1361710107179631,10.012322,0.4790872,9.293692,0.112590306,5.5538898,-10.943559,
2813300,0.1852284037216676,9.36055,0.37664467,8.795583,0.060634308,6.6586957,-10.770092,
4084083,0.3114955359413009,10.550106,0.34338793,10.035025,0.18598369,9.3609915,-11.428484,
9780002,0.1069958973219191,9.100912,0.7695445,7.946595,0.13446683,3.6279442,-10.069831,
9781164,0.1223063003960379,9.906988,0.6116549,8.989506,0.07232971,4.7775397,-10.272556,
9781686,0.2038922750857317,10.204327,0.76615155,9.0550995,0.077263914,6.0092487,-10.612448,
12735877,0.1389357231678809,9.269946,0.46512154,8.572264,0.064369254,5.6210737,-10.209547,
12736680,0.0701745944412142,9.62194,0.5900603,8.736849,0.10422479,3.015822,-10.0686245,
727562,0.1225000663649175,9.294833,0.7207093,8.213769,0.1018065,4.1504874,-10.287627,
156841,0.3831826742702778,11.116846,0.958037,9.6797905,0.2265841,9.719307,-11.3905525,
346691,0.2386496270483772,9.353563,0.16860957,9.100649,0.06788527,8.7638,,
727627,0.1916372285140419,9.569265,0.34338793,9.054184,0.058937766,5.9943194,-11.51724,
727990,0.0566460838133429,10.0139675,0.67906445,8.995371,0.10662364,2.217077,-9.857044,
1456058,0.0699373451390328,9.723481,0.4333297,9.073486,0.085444726,2.6351116,-9.912316,
1456130,0.127538860517539,9.157537,0.4850926,8.429898,0.06788709,5.718117,-10.838028,
2779223,0.1618972561512981,9.312218,0.24984601,8.9374485,0.070670985,7.5320897,,
2821995,0.072075550842142,9.557684,0.5352198,8.754854,0.100931086,3.1277955,-9.910572,
5516323,0.1439026073070606,10.484194,0.6196827,9.554669,0.083672665,6.464608,-12.044337,
7364761,0.1146182448117961,9.862221,0.46625546,9.162838,0.08136464,5.7479773,,
1489129,0.0799488659537695,9.697052,0.7440245,8.581016,0.10824091,2.9449053,-10.01054,
2805799,0.069477763071737,10.102087,0.44359148,9.4367,0.10364302,3.5159705,-10.122609,
734501,0.2161211581541981,10.730791,0.55366296,9.900297,0.15471107,7.5544844,-13.232844,
1468796,0.1011263609155791,10.515305,0.606766,9.605156,0.08653156,2.6985633,-9.831196,
159037,0.1276248711554135,9.490541,0.3380962,8.9833975,0.085072584,5.9719243,-10.503571,
1473204,0.2403016156633987,10.720587,0.70465815,9.663599,0.13518268,7.2782826,-11.021698,
351810,0.205535088860798,9.032352,-0.08458912,9.159236,0.07174518,8.017308,,
351811,0.2428836510853142,9.73999,0.13776258,9.533346,0.075658925,8.211396,,
351817,0.0885347411441788,9.610139,0.38011074,9.039972,0.08217437,3.9116104,-10.302585,
351888,0.3400464688436506,11.302843,0.93863237,9.894895,0.16672578,8.898168,-11.668412,
352472,0.1068418159704203,9.805059,0.45010453,9.129903,0.078002654,5.5240297,-11.147147,
738670,0.2928560947386028,10.813217,0.6228528,9.878938,0.11289393,7.636598,-10.779689,
738839,0.1360126244549075,9.879344,0.49633193,9.134846,0.068122335,5.703188,-11.363464,
1475297,0.1108131643033838,10.497878,0.75464636,9.365909,0.11495083,5.4195213,-11.447237,
1477501,0.1363025982944623,9.717835,0.29073006,9.28174,0.04951436,4.396829,-10.239688,
2813433,0.2233809357301241,9.112516,0.65846443,8.12482,0.18797648,8.524921,,
2813849,0.0832278386574493,9.62396,0.70203406,8.570909,0.105809845,2.6649714,-9.953728,
2814586,0.1430126945229764,10.60269,0.6606414,9.611728,0.09935544,5.4269867,-10.589659,
2816091,0.1095333741021207,9.75141,0.3828638,9.177114,0.08218672,5.4269867,-12.01527,
9777059,0.0527057471397864,9.52793,0.42406934,8.891827,0.10870106,2.7508178,-10.080833,
9779868,0.1512598060251449,9.3426285,0.58362615,8.467189,0.088509895,6.151082,,
20837565,0.1144148323053293,9.085087,0.45883143,8.39684,0.114378296,3.9862595,-10.045696,
353514,0.2571407285762668,10.42149,0.39437345,9.829929,0.09957238,7.9575896,,
2789460,0.1039075242816252,9.172751,0.31465736,8.700766,0.09565944,4.3893642,-10.148827,
63800,0.1652918519941786,9.855178,0.6075846,8.943801,0.058640517,3.9340053,-10.088156,
5587423,0.091753970707703,9.221207,0.4234449,8.58604,0.1078122,3.8817508,-10.115049,
5587850,0.0679248619724852,9.52793,0.85376596,8.247281,0.13980588,1.6497442,-9.625198,
12804918,0.074857129954069,9.816852,0.32339916,9.331753,0.088848494,2.8963833,-9.847966,
20941176,0.1359921689536328,9.416805,0.45940706,8.7276945,0.074054725,4.5461273,-10.024529,
2845887,0.1596514156824089,9.014788,0.28518125,8.587016,0.0781733,4.658101,-9.998807,
746651,0.0826778138125048,9.086825,0.49685994,8.341536,0.104736455,2.6201818,-9.855187,
4081603,0.0947508719569311,10.2870245,0.5164633,9.512329,0.084829874,2.743353,-9.954009,
5549962,0.0550479250554033,9.57607,0.73557967,8.4727,0.13603967,2.1648226,-9.711,
751576,0.2082127382499941,10.355719,0.33427653,9.854303,0.1605759,6.472073,-10.651319,
20837407,0.072057410387448,9.74153,0.42593727,9.102625,0.09226566,3.3144178,-9.921883,
159901,0.1595250092165388,10.226523,0.58749807,9.345276,0.06493621,4.33711,-10.206552,
62850,0.1421650454173111,9.311701,0.08045944,9.191011,0.05409699,5.389662,-10.245312,
160173,0.22276500957584,9.299112,0.45652136,8.61433,0.06164021,6.0540385,-10.464094,
161108,0.3797391520706387,10.305872,0.32339916,9.820773,0.12904787,9.808886,,
26278478,0.097975182698887,10.264102,0.4611293,9.572408,0.099546485,3.7809746,-10.114976,
4110688,0.1820914106648369,9.15606,0.62047744,8.225344,0.096188776,6.0540385,-10.485385,
1472137,0.0698990329459459,9.291055,0.49261773,8.552128,0.122099735,1.3436829,-9.470568,
4082709,0.0452058440398741,10.055435,0.6720708,9.047329,0.13840461,1.2261107,-9.478573,
7409426,0.0558250689884308,9.451131,0.70203406,8.39808,0.1503999,1.7019985,-9.565377,
9773226,0.0842637338686296,9.208936,0.59429735,8.31749,0.11266378,3.239769,-9.99812,
41742452,0.0543841414400628,9.671627,0.5259428,8.882713,0.14278883,2.142428,-9.800547,
1473175,0.2447440775363888,10.397043,0.38831812,9.814566,0.08587719,6.5616517,-10.44024,
1473177,0.1014552371566887,10.117235,0.7499576,8.992299,0.08022923,2.788142,-9.806415,
4076038,0.1078543850525525,9.302294,0.3311964,8.805499,0.06569738,2.8553264,-9.616353,
162442,0.0895355496503799,9.958899,0.5303619,9.163356,0.08448947,3.5868871,-10.103778,
750552,0.3873988053055162,10.819428,0.8936374,9.478972,0.15175718,8.495063,-10.703396,
2862615,0.3013738081006743,10.314177,0.54619104,9.49489,0.09993737,9.196763,,
7476587,0.1783783626271264,9.4077835,0.31625992,8.9333935,0.058130153,6.248126,-10.9141245,
352748,0.1742159802829442,10.748696,0.85884005,9.460436,0.09457467,5.3523374,-10.283084,
740698,0.1116055216500095,9.672078,0.2346726,9.320069,0.09292009,5.1283903,,
1480736,0.0884630958303623,10.205913,0.47963658,9.486458,0.090092175,3.6540713,-10.083557,
5562294,0.2337232195691655,9.94082,0.41715068,9.315094,0.067920096,6.375029,-10.446828,
7427647,0.0719365165299821,9.537871,0.75172186,8.410289,0.123183005,2.6537738,-9.808982,
20854490,0.0535925926749227,9.055808,0.5269287,8.265415,0.17871892,1.9371431,-9.841594,
26271526,0.062597617906956,9.353094,0.555511,8.519828,0.12408658,1.871825,-9.638946,
1717475,0.1653673553570289,9.385681,0.28129783,8.963735,0.043957256,4.1430225,-9.962506,
2835543,0.080338790107959,9.8771,0.6671074,8.876439,0.092341505,2.9374402,-10.027432,
13547647,0.0787709428024786,9.219292,0.44892758,8.5459,0.121420674,3.2808259,-9.841293,
26263094,0.0574497263407918,9.536025,0.79151094,8.348759,0.14938638,1.8345004,-9.571932,
1484471,0.1130601252722592,10.3775835,0.7610119,9.236066,0.07733213,3.8518913,-10.089582,
160654,0.0627297017998159,10.156208,0.7931145,8.9665365,0.11417132,1.9371431,-9.721264,
1484502,0.0572525281915563,10.045625,0.28689614,9.61528,0.12703535,2.0155244,-10.010048,
1486411,0.0669694812448012,9.994663,0.62206244,9.061569,0.111130916,2.844129,-9.873146,
7440404,0.0598713742991467,10.117882,0.49101615,9.381357,0.104374774,2.1872175,-9.782811,
12776505,0.0442029966261668,9.075397,0.2991306,8.6267,0.22061378,1.0898762,-9.380967,
1487809,0.1535808789970202,10.400428,0.45594192,9.716515,0.067302786,4.7850046,-10.155022,
1488567,0.136915780526296,9.0501795,0.259523,8.660895,0.06534327,3.6316764,-9.838512,
5575791,0.1768007560064551,10.866161,0.8347981,9.613964,0.13582772,7.0916605,-11.944593,
16441672,0.1201709857402922,9.813608,0.5428812,8.999287,0.07774571,5.6807933,-10.242068,
746151,0.1408908730739545,10.40712,0.45652136,9.722338,0.103081025,6.277985,-12.728291,
61613518,0.0523365385082806,9.3656025,0.54430276,8.549149,0.15593469,2.4372916,-9.626482,
7954023,0.0662244301439797,9.3908825,0.37455168,8.829055,0.13527796,2.3775723,-10.118888,
356847,0.1230243885908935,9.627472,0.5726862,8.768442,0.0730466,3.4487865,-9.935854,
1070,0.1347006216326474,9.301236,0.8057341,8.092635,0.11592839,3.7324529,-9.894592,
423561,0.114198328422929,9.536641,0.39034596,8.951122,0.06871312,3.4898431,-10.018865,
878767,0.0506497713767936,10.12046,0.6628074,9.126248,0.11662852,2.2357392,-9.932235,
4112355,0.3716002361548822,11.027387,0.7563917,9.892799,0.14028156,9.435641,-12.433385,
10475645,0.0602622714866526,9.432745,0.6678199,8.431015,0.15298903,2.2096121,-9.83035,
64108,0.1472005256612875,9.187451,0.48671615,8.457377,0.0745452,4.1355577,-10.223962,
2854103,0.2339132522434399,9.158274,0.30573598,8.69967,0.050806306,7.405186,-11.905263,
1496352,0.2304350102635477,10.2500305,0.31224236,9.781667,0.112847514,8.121817,-13.4381695,
4124551,0.3403559950145254,9.985994,0.25077698,9.609829,0.11180682,9.674518,-11.341231,
12744016,0.1840466364344976,9.225641,0.3508374,8.699385,0.069193356,6.322775,-10.855995,
26213036,0.0718569753819404,9.078945,0.51595855,8.305007,0.123673536,2.0304542,-9.632344,
353524,0.1178059382073199,10.371139,0.49155065,9.633813,0.07193532,3.9713297,-10.238857,
1484277,0.0968706973505449,10.222479,0.5269287,9.432086,0.113127895,3.8294966,-10.217048,
9804904,0.0672195198964211,9.317862,0.289881,8.88304,0.09520035,2.3850374,-9.631921,
473,0.2486842586729444,10.5720005,0.6306781,9.625983,0.057324834,7.509695,-10.842593,
5578098,0.3011700401576538,10.727628,1.0574217,9.141495,0.116208486,7.5470195,-10.555518,
6308,0.2195242653834597,10.853992,0.6762805,9.839572,0.108883776,7.972519,-13.138208,
355566,0.0824998906910349,9.341664,0.6360732,8.387554,0.102388926,2.4298267,-9.684668,
13597202,0.0943505371990761,9.349318,0.6164894,8.424583,0.09910121,3.0382164,-10.108824,
356832,0.109432752670881,10.270061,0.6620866,9.276931,0.08526977,3.8892157,-10.097205,
4119974,0.0681201581574743,9.225641,0.44418764,8.55936,0.12852713,2.523138,-9.9284525,
22120529,0.0545604560948174,9.557684,0.48182723,8.834943,0.14503041,1.9296781,-9.610167,
12231,0.2536517639673593,10.998423,0.6306781,10.052405,0.0930691,6.4198184,-10.46608,
423627,0.0638004594859468,10.047149,0.6009918,9.145661,0.101820104,1.5806937,-9.609766,
750250,0.085718760864934,9.086391,0.6267831,8.146217,0.13692942,3.4487865,-10.060503,
878603,0.07221759225338,9.358233,0.43210635,8.710073,0.11265259,2.6164494,-10.284762,
878783,0.1815101445928327,10.431021,0.5219766,9.648056,0.07709312,4.949232,-10.280323,
879498,0.0894609786667936,9.185382,0.68662953,8.155437,0.13238934,3.6242118,-9.805645,
1496262,0.1459113500467681,9.156799,0.53231156,8.358332,0.078790225,4.36697,-9.956346,
1736054,0.0533777014995358,9.910648,0.57001907,9.05562,0.12549898,2.2058794,-9.82222,
3194354,0.0827155293946828,9.689753,0.6236417,8.75429,0.101927795,2.4372916,-9.761428,
7969650,0.1139444484811395,10.01724,0.32418522,9.530962,0.07169888,4.180347,-10.184355,
10464168,0.0720461082873039,9.900106,0.40166155,9.297614,0.084752955,3.6204793,-10.197352,
2861293,0.0725459790749864,10.132497,0.4405984,9.4716,0.09249338,2.0005946,-9.632588,
2861565,0.0749817666549623,9.837671,0.7124368,8.769016,0.09558485,2.9859622,-9.942639,
352850,0.0957679941512839,9.052064,0.59598064,8.1580925,0.13214144,2.959835,-9.884266,
1480751,0.2169927196572442,10.675761,0.88681144,9.345544,0.10306843,5.3299427,-10.450348,
62851,0.3384491676465317,10.801057,0.62521523,9.863234,0.12365458,8.957887,-11.403753,
159903,0.1453648655942186,9.878784,0.48779514,9.147092,0.08023859,4.882048,-11.076379,
160134,0.1138910811369661,9.292137,0.6967377,8.24703,0.10350565,2.4074318,-9.865834,
2819086,0.1441572844016077,9.712116,0.7627319,8.568018,0.099068604,4.031049,-10.203697,
16396831,0.1147503116097323,10.558153,0.5934532,9.6679735,0.09833505,4.6879606,-10.191925,
16404189,0.0728411319927588,9.618892,-0.13185896,9.81668,0.054069974,3.8518913,-11.176525,
160541,0.146255198083497,9.278959,0.35304758,8.749388,0.064418755,3.7063255,-9.805913,
1479423,0.0645159098168946,9.858714,0.6804497,8.838039,0.101898514,2.0453842,-9.643315,
2822180,0.1876709162953207,10.509048,0.4277972,9.8673525,0.13866583,7.2558885,-11.280674,
4096132,0.085080917865365,9.378204,0.26134202,8.986192,0.08248747,2.7806773,-9.843103,
63405,0.1253318519712911,9.126203,0.5390674,8.317601,0.08654895,3.702593,-10.116956,
2837880,0.0642730866170406,9.435086,0.5229715,8.650629,0.11463394,2.2879937,-9.615438,
32653211,0.054922779912021,9.497337,0.79788995,8.300503,0.14908195,2.3178532,-9.654784,
422803,0.1291670314072303,9.447364,0.40100402,8.845858,0.101898514,5.5016356,-10.143927,
746823,0.1026109217706494,9.1455765,0.33350855,8.645313,0.09539644,2.3663752,-9.681961,
7965580,0.046434829142305,9.48294,0.5731291,8.623246,0.18365592,1.3063585,-9.435271,
12107,0.1129194650806984,10.368243,0.44418764,9.7019615,0.08535787,4.2549963,-10.27666,
162353,0.0780863626439311,10.198461,0.38696095,9.618019,0.081675686,2.060314,-9.5148115,
358039,0.0448531832364765,9.417617,0.2263908,9.078031,0.09888295,0.79781175,-9.20629,
1497964,0.0890656782689998,9.840129,0.3265349,9.350327,0.07593902,3.0270193,-9.809691,
1733560,0.0742100191192971,9.767633,0.7000555,8.71755,0.1052554,2.0640464,-9.532431,
2853665,0.0768109805244914,10.059151,0.41076386,9.443005,0.106923096,3.2808259,-9.870926,
4117201,0.1690745985350702,9.024411,0.43939537,8.365318,0.06440028,6.1137576,-10.716685,
17432197,0.0335010345775266,9.433527,0.35670635,8.898467,0.13527173,0.67464083,-9.202865,
358066,0.1548337180370206,10.523509,0.48671615,9.793435,0.104736455,6.5392575,-12.140746,
5993928,0.0814605617269275,9.846815,0.7717918,8.689127,0.101991855,2.6313791,-9.917836,
16488769,0.0529058677679117,9.539099,0.5968199,8.643869,0.12709811,2.1573575,-9.641251,
1499921,0.1252739662841865,10.767633,0.7745847,9.605757,0.10670542,5.3971267,-10.745548,
1501307,0.1374685632043085,9.256654,0.61246437,8.337957,0.08318428,3.9265404,-9.998974,
2859463,0.0873060016541401,9.080269,0.58492064,8.202888,0.111213304,3.7473826,-10.080627,
2861383,0.062052521132358,9.773386,0.72882724,8.680145,0.111734934,2.2208095,-9.764138,
16501714,0.0988207694249365,9.044477,0.58189416,8.171637,0.10908095,2.2469366,-9.768793,
6444,0.099508523395992,10.6014185,0.5582684,9.764016,0.08084383,4.486408,-10.147346,
163095,0.1175701182156629,10.312529,0.32496986,9.825074,0.07385837,3.3480103,-10.384203,
752751,0.0668792251614139,9.716209,0.551807,8.888499,0.097201325,2.7246904,-9.877658,
4450199,0.0867179049242546,9.523508,0.68320715,8.498697,0.10547767,3.3144178,-10.149593,
62669,0.275978527380547,9.359625,0.16973178,9.105027,0.03300012,7.8381505,-11.12616,
62749,0.168424312227114,10.579656,0.61728996,9.653721,0.09689816,7.2484236,-12.648233,
159914,0.2924949815164165,9.273912,0.3319685,8.77596,0.07386979,9.017606,,
352620,0.4272347150362536,9.587177,0.21442327,9.265542,0.13285881,10.480727,,
352808,0.2646270942766501,10.792939,0.6699506,9.788013,0.08203245,8.390553,-12.649729,
353281,0.2228473769171995,9.638817,-0.023650665,9.674293,0.05175107,8.375625,,
739498,0.1352870393888547,10.060628,0.49685994,9.315338,0.071070455,4.926838,-10.506537,
